X,Y,TAM1,TAM2,TAM3,TAM4,TAM5,COLOR
79,89,79,76,86,53,42,1
51,85,0,90,33,96,64,1
76,87,85,51,0,31,8,1
74,39,60,41,30,8,13,0
69,32,23,66,15,81,80,0
29,41,80,18,64,38,14,0
34,36,83,99,44,52,23,0
37,90,58,10,45,77,30,1
64,33,34,93,15,59,16,0
96,23,57,6,24,44,54,1
85,95,5,6,42,13,72,1
12,84,57,54,39,24,65,1
88,38,46,88,14,29,68,1
85,76,28,73,85,33,98,1
22,4,99,16,27,97,67,1
91,36,78,85,57,87,59,1
66,1,17,21,85,21,28,1
1,38,9,1,96,6,97,1
78,86,34,60,26,38,21,1
23,72,41,16,11,39,79,0
88,92,30,1,93,17,75,1
91,58,47,98,11,9,74,1
7,34,62,29,19,13,42,1
79,49,13,77,89,9,72,0
65,83,0,81,40,81,3,0
55,82,84,14,10,10,28,0
10,13,66,41,79,84,85,1
47,45,19,18,78,89,39,0
60,43,70,24,52,26,20,0
14,50,18,93,63,11,25,1
14,41,24,19,71,91,1,1
44,51,29,34,10,48,35,0
95,73,60,54,35,69,19,1
6,41,47,26,18,22,68,1
44,73,40,51,12,27,11,0
56,97,8,86,8,86,93,1
52,30,54,72,62,14,36,0
82,37,18,96,12,79,89,0
66,55,35,95,20,46,4,0
89,92,74,54,87,88,41,1
47,58,42,76,94,50,1,0
72,94,35,60,38,24,99,1
75,82,3,21,34,10,3,0
76,71,61,85,51,40,21,0
56,7,28,33,56,98,92,1
9,65,19,85,21,23,31,1
81,36,92,51,38,58,93,0
23,92,70,72,26,37,7,1
43,36,23,9,75,49,15,0
62,45,25,77,50,41,37,0
82,70,75,8,30,95,8,0
46,35,99,85,31,30,40,0
46,21,57,82,59,36,87,0
73,30,16,41,70,89,35,0
26,78,80,23,32,32,5,0
13,93,57,23,17,14,57,1
82,23,4,89,26,18,65,0
87,53,62,29,76,79,84,1
66,71,50,70,21,20,35,0
51,27,48,34,81,5,99,0
58,61,69,5,71,91,36,0
78,90,72,28,86,49,15,1
64,37,0,82,24,14,76,0
79,98,85,38,97,76,14,1
2,67,39,91,37,73,16,1
52,26,99,4,98,20,35,0
5,65,6,17,15,86,97,1
77,98,40,66,27,76,79,1
8,49,80,94,27,83,41,1
87,99,72,68,93,0,34,1
82,6,42,13,29,23,80,1
36,85,37,73,83,11,38,1
32,32,21,72,48,64,55,0
31,54,32,29,78,31,61,0
59,72,86,11,70,64,68,0
49,97,38,40,57,57,52,1
47,59,64,0,34,97,75,0
35,84,55,62,63,47,3,0
66,39,49,14,6,6,5,0
52,66,58,22,72,33,83,0
54,67,29,40,64,54,75,0
26,34,4,14,69,66,26,0
83,51,37,25,93,94,67,0
80,77,81,87,30,42,61,0
73,48,25,5,72,9,18,0
13,52,5,8,45,27,52,1
45,15,71,2,34,84,99,1
99,28,90,81,85,53,6,1
81,90,41,14,92,39,31,1
27,93,51,68,48,81,50,1
22,41,4,3,46,84,73,0
86,20,2,86,86,68,93,1
59,72,98,97,66,27,60,0
38,73,76,56,49,87,49,0
90,12,92,72,26,63,40,1
47,77,7,31,29,20,80,0
51,13,47,45,27,63,7,1
86,25,93,66,21,2,16,1
72,97,33,2,33,1,69,1
90,97,65,70,46,91,69,1
45,91,13,2,27,55,7,1
16,31,47,38,44,13,88,0
29,96,26,58,39,50,62,1
31,88,70,97,90,82,19,1
73,46,74,36,56,47,28,0
71,27,64,70,12,72,71,0
25,14,71,33,5,2,3,1
0,68,88,88,92,41,89,1
53,76,5,58,50,99,85,0
82,34,40,56,96,57,27,0
95,25,76,66,18,25,28,1
25,45,59,79,92,36,52,0
79,83,0,54,21,47,67,0
46,33,40,13,6,52,50,0
2,26,75,81,37,42,88,1
55,17,18,23,7,99,34,0
65,85,77,98,32,20,6,1
20,63,55,67,22,6,0,0
64,7,30,50,79,73,58,1
24,48,25,42,79,11,42,0
41,99,99,62,70,46,10,1
12,73,58,35,81,93,75,1
37,23,37,22,3,5,18,0
25,81,65,45,65,8,66,0
86,80,96,34,87,44,68,1
90,98,2,44,37,31,3,1
55,76,40,90,73,34,72,0
21,28,18,45,9,80,71,0
84,60,7,2,96,67,58,0
89,32,45,4,69,42,64,1
22,70,15,25,0,27,31,0
21,78,81,7,86,47,52,0
31,45,90,67,77,18,62,0
2,3,52,72,11,73,24,1
37,86,37,77,56,20,67,1
64,58,20,20,49,31,1,0
40,73,19,27,29,73,34,0
98,19,6,25,84,62,65,1
70,43,33,96,8,51,71,0
70,72,25,50,59,21,58,0
31,84,81,94,2,61,84,0
99,17,75,3,61,10,12,1
17,2,26,98,53,14,15,1
48,91,11,73,94,91,59,1
59,10,21,94,49,34,83,1
81,84,36,9,73,79,7,0
61,12,22,17,11,19,11,1
81,72,12,55,49,52,61,0
16,91,50,64,66,59,20,1
43,92,85,5,83,96,42,1
81,42,57,58,58,65,41,0
28,40,88,88,58,77,10,0
18,76,93,24,4,78,34,0
63,62,56,21,88,71,43,0
34,97,95,11,25,10,58,1
59,29,95,88,76,21,24,0
25,96,44,18,19,61,93,1
82,66,24,27,95,17,50,0
47,10,66,36,84,86,46,1
62,89,50,33,94,40,12,1
74,94,92,45,70,34,22,1
67,86,48,74,42,89,62,1
19,19,90,96,49,51,74,0
30,83,40,46,55,96,36,0
42,86,29,27,14,96,6,1
74,32,53,17,58,17,74,0
42,18,49,21,11,80,97,0
66,61,15,42,79,26,62,0
92,30,10,60,29,86,48,1
68,87,78,34,70,0,83,1
10,49,76,83,36,9,99,1
94,74,81,4,55,88,21,1
69,67,13,65,60,77,87,0
59,68,34,50,75,95,44,0
42,5,66,8,38,66,47,1
33,31,79,71,34,19,68,0
74,56,96,46,99,17,34,0
92,55,61,72,59,35,99,1
70,32,69,17,20,68,68,0
88,74,39,70,97,79,8,1
70,48,53,68,16,81,44,0
29,30,89,26,69,91,35,0
96,39,61,23,70,29,59,1
60,8,39,98,64,10,58,1
94,75,18,65,60,17,95,1
93,12,12,57,54,76,5,1
20,99,10,26,43,93,52,1
9,95,18,55,24,18,53,1
49,13,16,76,41,39,1,1
82,68,39,11,9,83,84,0
0,63,28,45,6,49,43,1
42,57,83,13,63,35,43,0
3,47,5,89,32,91,87,1
27,83,58,58,41,75,89,0
76,42,33,26,32,97,44,0
47,5,72,55,23,57,81,1
83,90,28,25,13,21,45,1
97,72,66,55,26,36,64,1
69,4,64,89,81,17,37,1
98,9,39,18,78,40,22,1
8,32,88,30,54,66,92,1
11,17,26,74,89,61,35,1
97,71,38,86,20,90,24,1
90,66,77,65,86,19,2,1
24,15,9,30,10,81,96,1
62,26,81,29,33,98,57,0
22,93,61,66,58,68,4,1
13,26,88,49,86,95,59,1
37,83,50,77,24,58,51,0
36,55,61,48,85,47,92,0
28,79,66,11,66,35,1,0
93,28,38,16,58,15,87,1
51,90,76,76,68,16,49,1
81,89,41,35,84,64,83,1
14,83,47,60,63,74,3,1
6,21,97,24,32,52,0,1
79,9,99,4,0,92,63,1
3,12,1,76,90,88,89,1
5,15,33,61,16,55,27,1
20,38,8,12,81,49,89,0
33,17,81,35,41,3,61,0
7,39,79,14,32,98,86,1
21,85,51,90,39,49,50,1
21,44,0,67,81,39,12,0
77,95,78,60,94,95,34,1
46,51,20,15,52,33,67,0
47,73,18,52,17,79,18,0
90,87,26,22,96,90,79,1
69,27,24,41,79,84,81,0
94,15,59,68,87,91,52,1
48,5,37,22,5,46,50,1
0,86,57,82,99,20,47,1
3,33,93,15,26,88,10,1
39,11,47,92,33,52,66,1
14,59,78,25,24,50,37,1
39,49,15,71,54,75,79,0
25,90,11,72,80,57,56,1
13,69,13,3,44,40,99,1
12,63,7,18,27,12,65,1
12,2,37,64,35,39,34,1
72,58,93,59,24,65,11,0
69,58,20,91,14,97,74,0
28,24,90,32,18,5,93,0
83,96,37,20,76,97,82,1
47,85,54,3,43,68,84,1
61,97,95,94,79,73,42,1
11,13,74,73,13,65,43,1
66,95,29,12,92,49,51,1
86,52,87,76,2,98,51,1
15,7,75,7,61,39,82,1
92,46,6,13,90,33,7,1
29,92,69,17,64,44,4,1
69,84,86,78,30,97,5,0
56,62,8,22,51,54,4,0
50,86,14,22,42,24,25,1
84,24,32,46,11,85,31,0
54,96,85,9,10,18,54,1
0,21,35,98,49,11,47,1
59,69,56,78,70,57,59,0
66,67,97,89,22,8,28,0
0,34,99,52,83,25,47,1
44,3,63,29,97,53,48,1
82,53,73,91,5,64,67,0
54,14,18,56,20,1,6,1
76,40,90,90,9,79,13,0
53,58,96,0,85,44,85,0
11,93,14,48,66,75,4,1
96,13,82,78,7,35,96,1
64,56,45,0,89,24,24,0
90,35,51,73,66,14,83,1
37,39,8,99,69,72,44,0
31,54,24,4,99,48,78,0
75,48,80,96,29,73,28,0
69,67,66,54,47,6,77,0
82,86,94,91,31,5,53,1
78,37,24,75,47,57,70,0
65,43,64,20,58,23,22,0
8,49,55,53,93,48,39,1
87,79,98,87,61,3,61,1
2,98,77,56,12,54,66,1
39,53,95,45,28,50,35,0
92,9,71,21,52,8,70,1
0,70,6,26,66,85,18,1
69,82,64,72,77,62,18,0
82,84,37,3,36,77,96,0
90,91,85,4,86,0,59,1
35,94,37,10,81,26,20,1
89,49,19,29,87,15,21,1
20,82,12,50,68,70,23,0
63,96,69,91,15,66,61,1
82,79,1,41,67,62,30,0
15,25,59,86,98,4,31,1
64,17,91,72,82,10,75,0
38,92,55,2,28,12,57,1
85,5,19,49,87,49,66,1
24,52,35,71,84,40,55,0
53,72,83,93,53,38,8,0
56,18,44,95,21,87,48,0
12,84,64,34,65,95,14,1
84,84,91,82,54,85,4,0
9,48,55,80,1,1,46,1
96,74,0,12,7,53,23,1
80,85,63,34,71,85,24,1
83,5,83,44,46,74,72,1
18,22,28,67,44,26,69,0
61,42,44,79,6,18,85,0
52,33,92,35,84,53,59,0
82,22,19,0,13,5,80,0
87,7,45,95,22,74,8,1
97,21,55,81,12,62,2,1
93,39,39,97,93,79,50,1
82,56,12,91,15,86,4,0
79,87,22,62,68,58,71,1
26,58,20,5,44,63,85,0
55,20,89,40,8,71,68,0
63,58,92,23,10,39,92,0
90,23,76,34,6,83,64,1
98,63,29,72,50,83,55,1
19,65,98,87,47,3,50,0
33,32,28,92,31,37,29,0
67,59,23,44,51,30,37,0
12,28,47,94,89,33,88,1
3,59,1,40,60,82,69,1
81,80,54,4,78,46,59,0
94,40,79,46,96,59,92,1
21,85,19,45,65,67,18,1
17,59,56,35,70,28,72,0
36,29,34,30,68,32,40,0
9,96,50,38,14,72,19,1
13,78,64,8,38,34,32,1
19,32,29,34,77,50,24,0
60,38,74,57,0,1,19,0
59,83,89,42,7,89,20,0
46,65,57,83,12,42,31,0
82,50,12,98,68,23,23,0
72,82,63,61,89,42,97,0
19,24,30,10,19,37,93,0
97,83,76,66,90,55,50,1
49,50,68,37,52,17,91,0
51,4,92,71,95,12,34,1
90,60,48,93,94,73,59,1
97,49,40,10,68,6,31,1
1,32,98,46,86,72,22,1
3,22,94,88,52,72,48,1
34,55,95,30,87,12,22,0
79,75,25,31,2,4,90,0
71,20,22,54,50,47,55,0
34,25,54,80,97,54,46,0
9,32,51,30,98,21,88,1
5,32,70,15,91,42,76,1
58,63,27,28,85,41,98,0
14,50,97,28,73,18,34,1
7,6,71,87,65,23,36,1
54,41,22,15,33,30,19,0
19,57,54,10,53,27,4,0
32,45,63,9,61,24,47,0
43,88,54,77,72,76,59,1
13,16,85,37,57,13,2,1
15,74,80,97,98,13,83,1
18,65,34,96,32,64,59,0
55,84,20,14,58,89,5,0
7,46,65,93,60,90,17,1
12,4,14,71,44,21,0,1
97,7,64,21,1,74,60,1
43,97,41,3,10,48,84,1
24,6,30,48,30,53,84,1
24,28,46,24,7,0,47,0
65,13,88,71,69,21,28,1
22,61,89,29,54,42,57,0
72,0,47,44,69,73,4,1
6,25,26,96,60,74,75,1
36,60,37,49,65,39,18,0
33,16,66,89,68,89,63,0
78,83,15,67,39,34,12,0
31,26,31,33,10,42,20,0
68,80,73,63,77,13,60,0
90,29,86,93,76,84,59,1
7,45,12,10,69,76,96,1
97,38,84,4,83,3,20,1
10,81,35,23,86,96,74,1
80,3,91,18,35,91,16,1
19,17,94,58,50,50,81,0
59,93,11,44,61,83,14,1
31,63,32,57,45,21,7,0
64,3,76,38,38,11,68,1
0,97,28,8,25,95,8,1
90,47,49,26,9,74,36,1
78,38,58,46,99,33,98,0
11,83,87,83,79,49,7,1
60,6,39,3,83,31,9,1
30,61,34,30,95,83,73,0
49,75,60,51,47,65,20,0
93,91,10,63,60,21,80,1
1,90,38,97,3,17,16,1
59,15,49,79,78,6,7,1
58,90,65,57,31,47,36,1
39,9,83,10,57,14,30,1
99,8,49,71,69,2,93,1
80,78,59,55,31,19,31,0
88,47,86,42,43,70,1,1
94,23,32,91,32,10,8,1
67,11,28,67,69,84,15,1
88,6,44,59,28,8,8,1
17,66,4,6,76,4,73,0
80,6,88,9,58,45,96,1
34,3,24,72,6,45,74,1
54,21,13,79,95,16,80,0
34,42,43,9,60,33,86,0
8,20,53,65,95,49,76,1
51,47,46,90,77,93,91,0
77,54,67,87,98,33,51,0
93,5,17,31,8,86,39,1
74,54,31,10,79,25,88,0
40,3,55,11,37,83,55,1
86,64,51,7,72,63,91,1
38,38,62,90,97,31,24,0
41,48,96,82,75,28,9,0
3,17,89,93,78,42,38,1
2,38,1,88,44,89,22,1
57,35,73,53,10,34,6,0
35,81,97,14,7,49,8,0
71,4,15,97,56,6,1,1
75,11,95,15,91,57,98,1
54,40,6,31,67,48,63,0
93,47,38,31,77,83,41,1
48,61,37,63,42,32,16,0
59,15,62,91,0,92,0,1
1,39,21,28,35,88,14,1
16,46,45,18,51,7,60,0
48,36,96,73,10,81,91,0
84,96,55,65,89,23,17,1
2,0,8,3,2,62,65,1
50,34,28,45,37,72,87,0
33,84,89,59,21,19,58,0
82,28,79,32,42,75,53,0
28,5,23,55,66,10,3,1
80,42,20,87,26,1,63,0
31,79,15,47,42,64,50,0
82,63,49,72,98,72,28,0
67,50,55,8,59,53,13,0
68,68,50,96,21,5,14,0
73,98,47,5,28,51,9,1
94,79,67,16,13,94,19,1
35,30,76,48,77,14,10,0
61,78,9,7,33,83,44,0
45,76,72,65,11,84,27,0
5,23,14,24,19,59,33,1
85,80,24,89,91,72,22,1
76,58,78,56,67,25,70,0
37,91,63,50,36,78,9,1
87,57,95,84,72,96,53,1
74,25,82,36,59,71,80,0
63,77,47,23,99,70,95,0
21,16,34,36,51,47,77,0
82,99,19,41,97,62,42,1
37,71,38,43,12,18,0,0
57,28,15,45,38,25,72,0
53,94,12,63,18,69,91,1
45,22,2,61,71,51,9,0
35,23,78,63,36,4,93,0
9,4,39,85,60,32,4,1
64,39,24,42,66,99,60,0
23,92,19,10,54,39,90,1
50,8,79,11,48,83,83,1
76,66,6,68,95,73,31,0
98,10,60,84,89,85,92,1
77,37,60,7,76,96,49,0
5,27,53,73,94,2,46,1
43,63,76,79,68,23,78,0
57,91,8,46,64,28,81,1
22,3,50,95,48,75,10,1
13,51,3,53,1,37,27,1
66,6,86,46,37,46,42,1
44,60,64,53,52,63,3,0
95,51,52,29,18,23,83,1
3,13,21,68,51,11,77,1
96,84,19,89,47,51,27,1
52,34,21,20,50,48,43,0
94,30,99,40,9,71,67,1
6,31,9,12,85,44,29,1
33,57,80,51,9,15,48,0
73,39,87,47,66,31,36,0
79,68,58,12,1,97,16,0
13,74,14,83,61,9,30,1
57,89,18,93,4,55,68,1
60,99,18,74,9,18,3,1
84,16,67,96,35,42,0,0
57,73,63,95,68,90,10,0
72,46,14,38,14,39,24,0
86,65,35,38,84,57,43,1
33,10,97,70,98,21,89,1
81,49,28,47,70,60,93,0
88,61,97,35,28,51,4,1
92,42,72,36,58,23,0,1
21,53,35,55,78,37,34,0
30,68,43,70,71,1,9,0
95,82,8,29,68,73,77,1
25,47,22,85,22,63,46,0
57,76,15,11,17,20,66,0
90,6,72,66,47,67,71,1
74,12,95,22,15,39,4,1
88,43,69,88,68,77,75,1
25,47,80,34,63,75,79,0
13,21,53,24,57,78,24,1
63,81,80,41,39,27,17,0
39,64,49,57,43,58,97,0
97,95,3,14,1,31,52,1
97,5,42,27,92,60,76,1
67,45,29,81,46,64,76,0
93,25,58,75,42,19,99,1
80,92,69,7,96,50,99,1
93,35,30,14,79,15,30,1
22,6,46,3,85,27,21,1
32,23,43,66,61,19,8,0
83,61,20,66,91,36,64,0
57,13,78,43,75,53,6,1
59,56,90,23,32,86,6,0
28,16,95,26,80,47,89,0
51,52,84,74,48,10,73,0
87,55,95,94,99,5,17,1
2,85,89,81,11,50,73,1
61,13,55,7,51,58,87,1
2,32,64,53,20,97,64,1
68,45,36,89,89,95,65,0
84,15,88,53,49,97,45,1
85,2,47,61,16,51,99,1
36,86,8,38,52,81,98,1
84,72,89,3,19,2,75,0
65,47,59,38,72,28,95,0
37,43,78,42,80,55,94,0
33,93,4,97,47,16,93,1
93,84,58,12,16,57,15,1
92,97,20,2,62,86,30,1
74,39,52,14,70,38,63,0
94,94,94,60,22,58,60,1
42,91,60,79,98,87,82,1
44,52,10,59,10,85,50,0
20,49,0,26,71,70,60,0
76,93,36,48,24,26,67,1
40,28,80,13,61,69,96,0
57,76,90,41,76,33,85,0
58,56,4,10,6,82,78,0
69,30,70,10,58,16,71,0
91,18,8,17,47,98,18,1
62,36,96,86,43,98,52,0
32,94,65,91,10,58,47,1
86,19,53,34,78,25,15,1
5,66,40,95,15,69,76,1
9,38,2,4,79,94,61,1
15,45,42,98,78,77,7,1
35,53,22,94,30,44,93,0
83,69,8,67,70,60,77,0
6,41,9,2,18,57,69,1
29,49,61,75,74,34,73,0
64,97,22,9,0,7,23,1
91,15,94,27,54,4,1,1
77,91,46,31,89,42,14,1
39,60,59,82,76,40,39,0
80,70,18,74,84,18,55,0
86,99,12,92,16,59,6,1
64,10,54,28,82,14,98,1
94,22,67,3,98,31,49,1
4,5,12,84,3,96,17,1
73,14,59,7,74,71,44,1
32,86,82,90,33,30,88,1
62,30,37,65,1,93,72,0
74,39,42,43,50,91,95,0
92,2,64,31,61,58,0,1
71,23,66,82,71,67,87,0
25,77,53,27,73,28,35,0
73,53,39,80,49,17,44,0
38,13,23,62,12,18,79,1
64,55,59,35,49,33,75,0
5,75,65,64,95,17,96,1
77,79,11,31,31,58,24,0
69,32,41,1,12,97,35,0
4,84,76,29,20,85,40,1
13,34,76,7,98,87,35,1
82,17,67,61,85,79,54,0
64,53,8,74,98,45,44,0
60,87,95,80,15,16,29,1
12,76,97,52,61,46,30,1
62,80,42,48,9,18,42,0
54,73,8,94,67,19,84,0
71,42,88,29,91,13,99,0
67,7,86,27,69,45,27,1
16,62,46,84,42,70,54,0
33,22,76,12,27,27,30,0
92,68,73,38,15,64,89,1
73,30,14,28,68,96,89,0
62,98,55,9,9,13,17,1
92,88,95,80,87,96,21,1
66,58,58,63,67,25,38,0
17,95,62,29,56,48,99,1
2,26,74,51,7,16,13,1
85,40,80,21,88,62,39,1
33,77,41,50,14,95,9,0
67,34,66,83,26,76,41,0
60,31,37,40,32,61,1,0
7,49,58,44,86,93,63,1
5,39,43,69,71,36,31,1
57,81,73,94,30,91,70,0
63,23,77,63,96,22,40,0
19,31,5,82,44,55,13,0
71,48,1,11,71,81,64,0
55,55,86,25,78,22,9,0
72,80,89,95,34,68,66,0
22,31,73,91,28,6,35,0
22,58,30,10,85,84,95,0
52,87,50,86,0,56,53,1
90,28,72,39,66,8,23,1
69,58,90,80,26,53,57,0
59,45,11,92,68,74,82,0
42,17,37,1,30,14,82,0
75,17,80,33,49,19,14,0
40,59,19,86,83,96,60,0
93,95,47,95,12,4,41,1
49,40,84,7,96,18,28,0
38,9,58,73,80,92,54,1
64,60,65,15,35,60,77,0
37,78,92,26,10,63,98,0
4,55,39,67,66,40,44,1
8,25,60,34,61,48,60,1
42,57,18,59,8,83,13,0
55,89,53,38,43,52,22,1
56,25,54,54,50,79,15,0
30,93,36,48,37,50,54,1
42,24,18,69,53,60,7,0
21,51,87,10,98,87,80,0
11,63,95,28,21,74,45,1
16,27,1,14,96,4,52,0
38,56,79,62,47,34,94,0
49,55,48,58,78,54,30,0
7,4,17,87,99,95,60,1
77,81,52,95,11,35,4,0
77,4,95,99,44,6,5,1
43,40,40,19,81,80,25,0
10,35,23,74,21,25,38,1
42,6,69,98,19,16,36,1
32,97,71,88,54,25,74,1
35,48,64,32,74,97,46,0
18,67,16,80,38,24,58,0
11,74,60,42,11,69,8,1
39,52,60,46,17,11,5,0
72,27,60,6,23,76,47,0
2,70,5,26,34,91,78,1
27,0,28,39,4,13,2,1
79,63,47,81,10,39,24,0
97,37,71,25,49,12,8,1
21,81,37,37,5,58,55,0
40,4,95,67,70,5,59,1
54,91,5,11,22,21,75,1
38,76,26,42,2,33,1,0
87,51,12,92,9,55,6,1
93,36,88,77,35,42,32,1
65,86,69,97,41,59,39,1
47,82,49,19,17,4,49,0
49,97,48,59,94,4,70,1
15,12,16,12,63,51,39,1
43,21,37,67,9,85,31,0
49,18,23,92,68,65,51,0
92,3,62,36,60,21,8,1
48,82,57,43,13,95,90,0
29,65,80,21,3,68,43,0
44,64,20,52,51,49,23,0
58,55,99,40,25,57,97,0
99,23,40,99,89,95,77,1
41,29,76,92,42,22,99,0
5,47,30,16,28,66,53,1
59,51,85,33,23,96,52,0
64,44,19,94,87,5,91,0
3,43,0,46,5,97,56,1
60,66,12,46,52,23,25,0
14,80,96,55,52,62,76,1
76,52,95,86,45,22,31,0
53,34,29,80,97,98,24,0
35,36,24,44,34,3,29,0
65,13,59,92,42,34,81,1
80,86,11,89,35,55,53,1
77,27,41,85,85,44,73,0
52,33,50,91,52,8,59,0
42,38,47,99,7,53,85,0
48,80,7,30,26,70,7,0
20,5,47,92,72,53,88,1
47,65,84,80,5,62,55,0
12,54,2,67,80,14,36,1
50,30,29,31,17,95,80,0
73,30,83,23,9,56,51,0
16,32,71,66,69,55,82,0
55,61,1,18,82,31,52,0
37,37,94,93,32,91,34,0
35,18,89,24,83,90,77,0
25,53,98,86,72,75,94,0
57,68,78,32,4,41,39,0
42,27,60,51,46,93,96,0
27,21,17,14,23,67,77,0
32,22,87,3,69,88,30,0
60,73,0,2,42,33,47,0
95,35,16,32,30,6,77,1
76,58,36,91,44,38,39,0
91,62,94,52,79,96,99,1
2,90,54,62,11,84,54,1
13,30,62,21,34,51,10,1
60,14,82,92,36,42,65,1
68,31,86,74,22,49,29,0
77,99,18,16,58,72,24,1
48,16,2,62,38,93,95,0
96,67,71,10,66,78,86,1
61,44,50,30,98,39,50,0
37,50,81,60,67,82,6,0
35,34,93,81,64,87,42,0
13,34,9,50,56,38,17,1
25,8,25,77,14,65,22,1
35,97,90,22,1,78,5,1
49,80,65,84,40,55,24,0
98,78,17,15,39,40,23,1
24,99,55,21,85,6,78,1
53,11,54,0,8,25,45,1
22,84,75,29,0,11,48,0
13,12,38,7,91,32,19,1
88,66,67,78,78,23,38,1
3,10,29,85,85,36,58,1
11,38,31,6,93,68,17,1
9,48,2,80,5,73,50,1
11,46,98,71,84,98,73,1
92,72,70,66,85,6,87,1
7,74,86,57,93,34,90,1
92,60,25,98,83,33,25,1
63,38,75,45,23,25,24,0
57,39,35,55,61,48,5,0
60,33,15,89,92,87,90,0
0,48,31,82,6,73,45,1
60,67,67,6,21,71,64,0
13,51,45,5,79,36,0,1
47,27,60,44,85,54,89,0
19,21,8,1,41,47,44,0
24,18,74,25,99,9,17,0
60,1,20,6,80,49,10,1
63,39,51,13,99,12,39,0
93,38,19,70,23,7,18,1
75,96,39,56,17,62,63,1
56,19,9,71,76,28,94,0
77,7,74,64,43,84,38,1
43,58,0,36,40,53,97,0
75,98,69,47,49,81,2,1
39,11,52,91,38,62,3,1
74,56,75,26,79,50,36,0
93,57,20,66,19,64,25,1
37,91,37,50,88,78,68,1
34,20,11,12,35,12,59,0
26,55,51,73,88,84,72,0
96,34,94,9,83,78,76,1
75,44,32,57,83,27,64,0
86,6,34,72,1,22,46,1
19,14,48,10,23,83,73,1
71,91,51,96,60,77,27,1
78,2,43,31,15,60,61,1
5,24,2,22,91,60,43,1
97,49,55,64,56,14,6,1
27,71,39,43,66,66,90,0
73,29,20,29,26,25,60,0
23,55,29,87,3,90,28,0
88,31,73,42,0,32,91,1
58,72,73,45,15,28,54,0
30,89,97,55,44,65,1,1
53,5,23,27,5,38,59,1
32,32,93,39,19,70,92,0
82,47,74,44,4,64,33,0
50,56,27,86,8,22,65,0
93,14,72,93,55,17,77,1
71,95,25,53,88,5,88,1
4,98,27,48,10,13,97,1
33,51,88,99,83,53,55,0
85,40,70,27,50,39,0,1
81,58,45,86,45,62,78,0
68,94,73,81,17,90,18,1
84,85,45,43,32,88,93,1
5,15,80,89,61,50,78,1
81,56,93,90,88,64,16,0
5,9,87,9,63,13,79,1
37,54,55,27,38,60,41,0
58,78,13,43,37,26,39,0
13,17,47,77,88,86,49,1
1,14,28,20,99,53,68,1
69,97,60,24,4,5,58,1
19,84,20,72,39,58,69,0
31,12,3,93,70,80,30,1
42,71,93,49,48,52,51,0
60,45,19,9,76,7,39,0
8,91,59,57,44,90,14,1
91,47,64,8,58,67,39,1
1,83,22,24,51,43,2,1
25,75,31,60,95,47,84,0
82,52,32,69,34,0,98,0
14,39,56,93,88,24,0,1
5,92,27,76,54,60,74,1
72,95,11,75,54,74,69,1
34,79,50,30,57,76,40,0
32,42,88,49,31,92,52,0
69,74,37,95,47,91,86,0
92,93,47,79,80,63,70,1
2,19,98,62,28,36,31,1
74,16,62,2,60,27,84,0
50,43,95,32,17,18,52,0
79,34,40,78,57,12,48,0
18,5,92,95,90,63,42,1
37,21,91,31,65,28,47,0
96,71,63,23,51,72,11,1
1,77,84,9,74,17,8,1
68,11,80,0,16,14,92,1
17,94,49,35,93,32,55,1
55,48,58,76,26,3,99,0
22,25,82,6,43,57,86,0
74,19,11,57,49,40,82,0
29,68,79,37,28,77,34,0
43,5,5,56,38,34,52,1
80,46,31,3,55,4,46,0
50,49,65,10,49,10,88,0
12,1,65,11,62,98,80,1
42,79,46,17,91,90,60,0
13,92,23,95,0,34,59,1
16,85,73,21,52,31,32,1
30,44,56,18,57,76,6,0
51,24,68,91,71,51,76,0
65,26,63,99,22,32,78,0
64,10,76,94,36,44,6,1
12,63,56,5,65,62,38,1
89,81,7,29,50,4,14,1
19,94,44,59,80,58,85,1
76,30,77,43,4,97,77,0
77,60,49,60,72,23,31,0
42,69,60,42,96,10,54,0
20,17,68,90,90,49,41,0
28,28,14,56,17,32,66,0
28,95,71,4,88,52,17,1
21,41,33,9,45,37,16,0
25,56,53,94,47,70,67,0
8,78,71,17,51,92,26,1
22,49,95,50,74,64,55,0
54,36,16,9,92,73,67,0
61,79,6,94,28,72,81,0
94,95,45,6,17,90,46,1
16,77,9,70,47,54,64,0
18,1,41,88,6,35,62,1
80,84,56,29,14,71,5,0
85,69,51,84,89,67,62,1
61,52,82,98,94,74,31,0
60,90,38,55,56,58,57,1
9,16,71,9,51,10,46,1
83,32,99,74,52,54,63,0
83,25,80,79,4,21,46,0
39,86,29,76,9,67,91,1
8,34,94,98,17,69,46,1
71,31,24,77,42,86,3,0
47,29,58,78,79,28,64,0
39,58,64,54,74,9,85,0
89,95,27,22,86,32,48,1
38,22,34,20,50,38,31,0
16,19,46,31,18,72,18,0
38,71,51,50,78,76,81,0
85,78,57,81,5,93,71,1
21,58,91,44,52,54,84,0
96,54,48,28,22,57,15,1
58,50,22,24,53,82,66,0
13,37,81,13,77,21,32,1
81,28,43,79,3,25,41,0
21,11,75,20,4,9,7,1
71,94,74,49,92,47,24,1
12,47,76,75,3,45,53,1
23,62,24,92,77,55,57,0
45,89,69,74,38,68,20,1
22,30,78,83,16,44,73,0
