X,Y,X_ALE,ALE,COLOR
1,73,69,35,0
1,82,32,32,1
1,61,56,53,1
1,89,82,24,1
1,14,159,85,1
1,44,67,24,2
1,2,106,89,1
1,64,152,97,3
1,32,88,23,0
1,64,178,94,0
1,71,152,60,1
1,37,124,49,0
1,33,84,51,3
1,25,50,44,1
1,3,161,64,1
1,8,82,49,1
1,75,62,19,0
1,10,141,61,1
1,38,136,76,3
1,26,51,42,1
1,30,90,46,3
1,33,84,32,3
1,60,50,17,3
1,7,137,63,1
1,87,119,63,1
1,63,106,10,1
1,99,99,52,1
1,14,91,17,1
1,83,171,98,0
1,48,78,44,3
1,83,82,43,0
1,24,152,73,0
1,66,161,92,0
1,15,64,6,1
1,48,73,40,3
1,35,128,58,0
1,15,73,52,1
1,23,38,23,1
1,18,176,82,1
1,31,124,61,3
1,36,103,7,1
1,50,86,70,0
1,14,64,27,1
1,75,111,42,0
1,42,137,94,2
1,60,52,25,3
1,56,97,20,0
1,23,97,76,0
1,12,65,47,1
1,32,113,23,1
1,19,70,47,0
1,21,143,48,1
1,4,114,58,1
1,78,111,82,0
1,57,139,69,0
1,6,97,70,1
1,62,138,69,0
1,69,88,45,0
1,89,37,21,1
1,10,163,73,1
1,70,90,81,1
1,45,100,66,3
1,12,85,49,1
1,0,112,54,1
1,39,170,87,0
1,22,107,94,1
1,58,18,11,1
1,35,135,97,3
1,45,100,1,1
1,12,154,67,1
1,99,62,58,1
1,19,75,4,0
1,80,114,59,0
1,75,138,86,0
1,51,167,91,0
1,15,90,1,1
1,57,54,20,3
1,56,41,16,0
1,72,102,42,0
1,49,139,73,0
1,41,174,91,0
1,44,179,85,1
1,56,46,18,3
1,83,88,85,1
1,45,129,49,0
1,15,137,84,1
1,11,118,22,1
1,73,98,54,0
1,64,181,95,1
1,86,127,28,1
1,87,111,54,1
1,0,142,99,1
1,35,69,14,3
1,32,159,66,1
1,3,72,18,1
1,73,162,77,1
1,41,103,47,3
1,30,55,28,3
1,74,93,5,1
1,57,140,65,0
1,3,81,20,1
1,5,118,33,1
1,43,155,85,0
1,76,125,49,0
1,85,107,61,1
1,77,76,22,0
1,75,137,93,0
1,21,3,2,1
1,15,116,94,1
1,2,123,24,1
1,89,103,96,1
1,86,103,10,1
1,20,145,71,0
1,52,137,72,0
1,32,81,33,3
1,69,110,69,0
1,80,92,78,1
1,10,113,59,1
1,31,104,46,3
1,47,103,62,2
1,84,145,60,1
1,60,83,18,0
1,92,120,39,1
1,27,168,76,1
1,72,104,58,0
1,77,108,48,0
1,84,152,90,0
1,66,147,74,0
1,82,68,64,1
1,18,11,9,1
1,60,87,71,0
1,70,104,23,0
1,12,50,37,1
1,96,69,52,1
1,3,111,44,1
1,29,138,74,3
1,88,138,44,1
1,74,103,12,1
1,28,136,72,3
1,83,119,95,0
1,44,120,69,2
1,44,25,20,1
1,76,118,49,0
1,40,96,69,3
1,5,73,56,1
1,23,135,43,1
1,33,100,82,0
1,7,130,78,1
1,31,142,94,3
1,11,88,6,1
1,40,64,12,2
1,57,109,52,3
1,53,85,0,1
1,38,104,97,1
1,73,170,87,0
1,9,113,99,1
1,88,17,17,1
1,37,81,72,1
1,78,172,98,0
1,56,75,43,3
1,28,6,3,1
1,6,99,74,1
1,95,95,62,1
1,7,102,65,1
1,52,149,74,0
1,92,51,10,1
1,84,108,31,0
1,19,68,4,0
1,28,90,41,3
1,84,54,44,1
1,87,102,77,1
1,48,146,94,2
1,94,39,11,1
1,5,96,18,1
1,56,137,93,3
1,43,94,51,2
1,30,98,0,1
1,5,109,78,1
1,42,33,30,1
1,8,55,0,1
1,15,145,64,1
1,66,141,47,1
1,6,76,60,1
1,19,112,60,0
1,89,119,25,1
1,70,92,35,0
1,60,42,12,3
1,59,41,18,0
1,7,114,73,1
1,56,121,51,0
1,17,18,18,1
1,95,95,33,1
1,22,134,63,0
1,0,14,7,1
1,4,52,36,1
1,77,92,45,0
1,48,36,25,1
1,61,109,47,3
1,82,50,15,0
1,1,139,73,1
1,63,125,74,3
1,73,66,47,0
1,48,64,36,3
1,57,24,14,1
1,62,169,74,1
1,15,109,54,1
1,1,37,17,1
1,93,49,16,1
1,58,40,18,0
1,42,50,31,0
1,73,101,82,0
1,70,130,91,0
1,94,77,60,1
1,63,48,38,1
1,74,102,13,1
1,80,71,56,1
1,56,31,19,1
1,42,88,50,2
1,57,96,83,1
1,98,83,45,1
1,62,144,86,3
1,12,157,67,1
1,66,43,30,1
1,45,52,51,1
1,82,101,6,1
1,37,45,2,2
1,51,19,1,0
1,78,100,51,0
1,39,123,60,3
1,28,44,0,3
1,90,76,6,1
1,64,168,85,0
1,41,58,10,2
1,17,120,87,0
1,11,155,68,1
1,97,54,26,1
1,83,57,54,1
1,25,108,26,0
1,86,82,10,1
1,32,41,14,3
1,77,81,60,0
1,43,141,88,2
1,97,89,30,1
1,6,84,12,1
1,79,99,35,0
1,1,106,86,1
1,15,116,87,1
1,13,101,50,1
1,40,151,71,0
1,99,128,72,1
1,14,85,76,1
1,49,76,4,0
1,15,147,72,1
1,77,130,96,0
1,81,53,13,0
1,81,86,73,1
1,23,76,59,0
1,79,129,84,0
1,17,175,93,0
1,66,94,67,0
1,27,39,16,0
1,75,145,72,0
1,84,146,87,0
1,53,68,48,0
1,29,86,3,0
1,87,11,8,1
1,77,72,61,1
1,6,144,84,1
1,55,83,29,3
1,50,117,72,2
1,26,109,78,3
1,92,57,20,1
1,44,43,23,0
1,74,137,61,0
1,73,83,81,1
1,93,39,3,1
1,85,100,1,1
1,84,96,58,0
1,41,21,0,0
1,5,90,33,1
1,75,118,83,0
1,42,57,40,0
1,19,67,61,1
1,89,132,34,1
1,54,41,23,0
1,9,98,78,1
1,94,86,20,1
1,53,88,64,0
1,14,84,42,1
1,19,56,42,1
1,77,185,93,1
1,78,29,14,1
1,83,133,87,0
1,14,134,83,1
1,5,88,50,1
1,25,95,45,0
1,27,137,69,0
1,76,43,39,1
1,95,96,93,1
1,13,186,92,1
1,17,95,70,0
1,73,151,85,0
1,93,103,65,1
1,82,64,64,1
1,65,98,32,0
1,56,63,11,3
1,98,78,38,1
1,89,76,30,1
1,91,82,24,1
1,3,82,39,1
1,39,51,50,1
1,79,157,81,0
1,77,177,98,0
1,1,102,29,1
1,86,76,8,1
1,99,76,6,1
1,74,87,71,0
1,6,132,56,1
1,93,178,88,1
1,5,123,61,1
1,29,39,3,3
1,76,119,34,1
1,95,103,36,1
1,68,57,4,0
1,2,123,24,1
1,57,116,86,3
1,45,122,29,1
1,15,139,55,1
1,34,105,93,1
1,17,103,15,1
1,45,142,47,1
1,11,126,93,1
1,49,103,89,1
1,98,164,76,1
1,32,55,50,1
1,70,84,66,0
1,64,129,60,0
1,74,189,92,1
1,66,116,61,0
1,35,65,58,1
1,13,65,62,1
1,91,9,1,1
1,89,113,15,1
1,58,76,16,3
1,47,80,72,1
1,42,9,0,1
1,97,27,1,1
1,57,118,20,1
1,87,79,19,1
1,35,135,67,0
1,5,119,35,1
1,41,44,13,3
1,2,77,75,1
1,13,60,7,1
1,59,89,25,3
1,48,178,81,1
1,90,113,83,1
1,33,134,86,3
1,23,56,53,1
1,4,131,38,1
1,99,92,51,1
1,37,112,81,3
1,16,71,6,0
1,0,19,6,1
1,33,78,46,3
1,64,118,82,3
1,94,151,83,1
1,59,50,19,3
1,60,184,95,1
1,1,156,96,1
1,7,90,43,1
1,82,48,42,1
1,78,13,9,1
1,8,115,76,1
1,79,72,29,0
1,17,41,15,0
1,69,78,33,0
1,13,51,29,1
1,96,14,10,1
1,33,112,36,0
1,40,79,9,0
1,46,50,18,3
1,18,92,6,1
1,84,67,26,0
1,83,82,38,0
1,91,78,30,1
1,34,121,66,3
1,6,102,27,1
1,67,162,72,1
1,64,11,8,1
1,10,66,1,1
1,25,83,46,0
1,20,129,92,0
1,56,69,61,1
1,76,80,21,0
1,7,101,88,1
1,14,89,88,1
1,51,110,26,0
1,22,152,79,0
1,7,104,49,1
1,98,136,42,1
1,86,116,79,1
1,52,110,41,0
1,48,79,49,3
1,44,52,44,1
1,96,92,7,1
1,75,96,13,0
1,8,137,68,1
1,54,105,71,3
1,85,101,15,1
1,95,84,73,1
1,66,130,45,1
1,48,102,95,1
1,65,124,88,0
1,15,40,19,1
1,43,148,58,1
1,58,65,43,0
1,9,59,16,1
1,42,115,63,2
1,47,166,89,0
1,51,102,4,1
1,28,115,74,3
1,75,87,78,1
1,48,95,85,1
1,52,163,83,0
1,72,64,19,0
1,72,186,89,1
1,73,31,6,0
1,53,103,59,2
1,77,60,3,0
1,42,128,35,1
1,21,137,51,1
1,41,84,5,0
1,4,103,6,1
1,84,114,80,0
1,7,85,14,1
1,5,123,95,1
1,34,81,12,0
1,56,106,88,0
1,50,77,44,3
1,32,134,62,0
1,93,91,35,1
1,42,112,88,0
1,43,81,69,1
1,96,109,88,1
1,85,138,64,1
1,78,108,75,0
1,77,79,13,0
1,72,122,63,0
1,62,100,31,0
1,30,45,39,1
1,10,94,42,1
1,93,150,83,1
1,70,85,26,0
1,49,133,35,1
1,83,140,95,0
1,29,50,14,3
1,26,31,1,3
1,6,111,77,1
1,9,68,22,1
1,34,135,50,1
1,18,31,11,0
1,44,84,55,3
1,61,79,0,0
1,40,144,93,2
1,76,126,94,0
1,88,132,85,1
1,50,68,35,3
1,62,28,11,0
1,48,94,8,1
1,56,27,17,1
1,47,125,86,2
1,31,52,12,3
1,89,89,38,1
1,82,121,31,1
1,51,60,15,2
1,60,63,49,1
1,74,46,13,0
1,57,55,49,1
1,10,124,43,1
1,13,133,91,1
1,45,52,11,2
1,12,44,35,1
1,78,90,59,0
1,1,57,35,1
1,20,131,57,0
1,22,108,30,0
1,14,103,81,1
1,22,66,34,0
1,38,100,31,0
1,87,89,31,1
1,35,88,28,3
1,81,110,22,1
1,15,139,93,1
1,3,54,4,1
1,45,171,82,1
1,90,121,23,1
1,22,118,87,0
1,24,12,1,1
1,92,98,14,1
1,3,94,55,1
1,45,168,84,0
1,16,106,23,0
1,4,73,64,1
1,50,108,98,1
1,36,138,53,1
1,62,80,36,3
1,94,50,32,1
1,92,159,92,1
1,66,171,81,1
1,5,131,72,1
1,67,98,1,1
1,7,67,21,1
1,16,79,45,0
1,43,140,89,2
1,50,107,82,0
1,61,112,41,0
1,69,95,7,1
1,65,97,91,1
1,55,21,3,0
1,37,84,11,0
1,19,86,78,1
1,26,40,40,1
1,87,126,75,1
1,62,65,50,1
1,96,136,76,1
1,82,94,9,1
1,20,14,7,1
1,47,129,56,0
1,31,54,45,1
1,67,105,95,1
1,3,45,11,1
1,94,140,65,1
1,17,112,30,0
1,82,74,62,1
1,72,82,77,1
1,14,142,93,1
1,4,94,54,1
1,1,171,94,1
1,61,107,94,1
1,92,123,36,1
1,35,100,89,1
1,77,138,86,0
1,47,106,93,1
1,62,40,31,1
1,32,177,90,1
1,18,98,27,0
1,12,163,83,1
1,41,112,19,1
1,62,172,84,1
1,71,134,73,0
1,28,129,47,0
1,37,109,62,2
1,12,113,42,1
1,27,95,51,3
1,39,125,71,2
1,27,116,34,0
1,12,121,28,1
1,15,50,38,1
1,23,84,73,1
1,90,88,46,1
1,5,66,10,1
1,65,64,47,0
1,0,179,81,1
1,43,83,31,2
1,77,109,92,0
1,31,65,47,0
1,67,85,34,0
1,82,54,22,0
1,84,107,19,1
1,48,125,71,2
1,84,93,61,0
1,18,132,91,0
1,32,82,3,0
1,89,4,4,1
1,58,102,26,0
1,93,109,96,1
1,1,45,40,1
1,34,105,11,1
1,82,140,67,0
1,67,183,96,1
1,27,38,38,1
1,64,136,92,3
1,27,190,91,1
1,17,53,25,0
1,52,154,71,0
1,94,131,38,1
1,35,75,10,0
1,1,38,30,1
1,93,97,77,1
1,74,91,89,1
1,2,142,60,1
1,84,76,75,1
1,31,100,4,1
1,76,181,88,1
1,5,189,91,1
1,97,52,36,1
1,81,57,13,0
1,41,104,64,2
1,45,19,5,1
1,23,139,75,0
1,60,114,78,3
1,7,147,82,1
1,92,72,47,1
1,17,59,9,0
1,7,148,59,1
1,60,159,72,1
1,16,63,25,0
1,49,62,33,3
1,66,33,24,1
1,38,84,42,2
1,47,106,70,2
1,90,61,43,1
1,0,59,45,1
1,81,143,62,0
1,23,83,35,0
1,41,52,19,3
1,20,48,22,0
1,1,94,28,1
1,33,43,43,1
1,93,129,85,1
1,82,86,72,1
1,62,98,68,3
1,96,79,63,1
1,62,94,15,0
1,13,138,66,1
1,29,60,53,1
1,29,103,72,3
1,67,168,79,1
1,77,127,96,0
1,14,84,22,1
1,62,88,74,1
1,26,114,78,3
1,25,108,11,1
1,15,23,14,1
1,35,41,5,3
1,66,70,64,1
1,26,88,87,1
1,95,57,4,1
1,95,88,37,1
1,5,107,32,1
1,97,144,93,1
1,12,78,41,1
1,40,50,39,1
1,51,92,35,3
1,4,134,84,1
1,45,170,81,1
1,22,129,38,1
1,98,55,48,1
1,40,139,46,1
1,43,37,19,0
1,6,53,22,1
1,52,98,25,0
1,15,25,10,1
1,34,161,83,0
1,55,134,77,3
1,30,153,82,0
1,27,115,59,3
1,72,49,14,0
1,97,97,92,1
1,29,111,57,3
1,19,87,18,0
1,81,59,49,1
1,54,19,11,1
1,17,107,45,0
1,21,90,14,0
1,41,105,25,0
1,32,83,27,3
1,87,79,9,1
1,49,98,13,1
1,81,97,10,1
1,84,92,22,0
1,47,120,90,3
1,37,93,46,2
1,95,112,47,1
1,83,80,75,1
1,50,109,89,0
1,53,123,84,2
1,23,147,84,0
1,4,54,17,1
1,93,106,44,1
1,67,61,5,0
1,2,35,29,1
1,64,137,72,0
1,83,119,89,0
1,62,106,91,1
1,74,100,88,1
1,64,129,31,1
1,62,100,92,1
1,77,125,66,0
1,46,62,54,1
1,4,103,62,1
1,63,81,23,3
1,61,66,57,1
1,74,124,63,0
1,29,53,22,3
1,94,169,89,1
1,65,110,47,0
1,30,34,5,3
1,78,94,70,0
1,95,152,64,1
1,17,90,14,0
1,48,129,47,0
1,19,23,4,0
1,61,147,89,3
1,44,129,95,3
1,3,71,33,1
1,63,104,76,3
1,11,105,11,1
1,76,116,18,1
1,62,101,61,3
1,8,146,78,1
1,60,84,73,1
1,30,120,75,3
1,51,55,22,3
1,76,100,32,0
1,94,89,70,1
1,27,152,62,1
1,35,29,11,0
1,46,44,38,1
1,33,37,29,1
1,30,108,40,0
1,98,138,75,1
1,84,74,37,0
1,22,155,97,0
1,66,105,36,0
1,96,48,41,1
1,98,70,16,1
1,81,56,27,0
1,42,112,79,3
1,84,98,87,1
1,15,42,35,1
1,19,128,65,0
1,77,142,89,0
1,10,69,20,1
1,56,104,55,3
1,89,60,31,1
1,70,83,25,0
1,13,80,30,1
1,28,33,6,3
1,24,163,69,1
1,61,77,77,1
1,85,108,75,1
1,38,189,94,1
1,59,73,73,1
1,23,76,17,0
1,0,53,27,1
1,41,180,97,0
1,70,55,1,0
1,77,85,63,0
1,75,130,46,0
1,63,26,24,1
1,2,143,56,1
1,71,47,39,1
1,22,96,36,0
1,77,69,50,0
1,31,76,17,3
1,18,141,78,0
1,7,50,25,1
1,92,55,3,1
1,22,102,68,0
1,81,76,69,1
1,34,19,14,1
1,78,109,26,0
1,51,163,68,1
1,28,54,37,0
1,11,81,69,1
1,86,153,83,1
1,24,43,11,0
1,95,77,73,1
1,23,88,62,0
1,28,84,77,1
1,98,143,99,1
1,20,114,73,0
1,26,95,61,3
1,20,106,24,0
1,69,95,36,0
1,98,113,65,1
1,49,8,2,1
1,12,149,60,1
1,31,80,35,3
1,65,131,83,0
1,25,192,95,1
1,41,69,21,2
1,52,95,53,2
1,26,78,73,1
1,26,107,50,3
1,85,78,8,1
1,4,129,96,1
1,29,115,27,1
1,36,102,95,1
1,90,91,33,1
1,52,79,21,3
1,44,80,59,0
1,93,79,50,1
1,70,128,44,0
1,61,124,84,3
1,45,123,36,1
1,12,142,44,1
1,34,142,58,0
1,87,106,54,1
1,63,14,2,1
1,85,60,45,1
1,37,61,32,3
1,43,35,29,1
1,8,196,97,1
1,13,103,91,1
1,80,129,30,1
1,27,87,11,0
1,75,85,83,1
1,0,67,31,1
1,16,15,9,1
1,79,110,60,0
1,3,52,32,1
1,34,26,15,1
1,96,41,30,1
1,26,119,71,3
1,45,157,64,1
1,99,82,61,1
1,85,36,28,1
1,84,127,92,0
1,51,30,29,1
1,42,102,3,1
1,2,135,68,1
1,80,105,94,1
1,71,136,82,0
1,23,71,51,0
1,37,90,72,0
1,58,163,87,0
1,9,147,79,1
1,48,42,41,1
1,19,67,7,0
1,78,168,74,1
1,84,127,34,1
1,47,123,73,2
1,76,186,89,1
1,27,53,22,3
1,50,171,76,1
1,85,102,61,1
1,59,136,72,3
1,6,99,83,1
1,30,154,90,3
1,11,68,52,1
1,49,146,96,2
1,21,139,80,0
1,46,185,93,1
1,91,102,3,1
1,33,109,47,3
1,71,105,30,0
1,71,119,98,0
1,0,183,91,1
1,12,99,78,1
1,76,64,57,1
1,77,134,88,0
1,27,128,90,3
1,11,41,39,1
1,84,81,66,1
1,95,126,53,1
1,51,135,50,1
1,85,26,20,1
1,15,133,97,1
1,28,58,19,3
1,33,97,95,1
1,7,141,95,1
1,19,137,38,1
1,38,99,91,1
1,85,88,63,1
1,64,77,33,3
1,48,121,63,3
1,53,81,71,1
1,80,184,97,1
1,61,73,26,3
1,20,155,89,0
1,14,126,58,1
1,72,16,15,1
1,49,99,40,3
1,50,168,80,1
1,48,175,94,0
1,63,48,42,1
1,31,107,21,1
1,46,108,21,1
1,40,131,76,3
1,13,70,9,1
1,2,116,70,1
1,17,81,36,0
1,32,117,92,0
1,49,156,80,0
1,94,68,49,1
1,9,65,25,1
1,15,79,69,1
1,27,82,32,3
1,32,97,3,1
1,88,82,71,1
1,61,99,0,1
1,80,115,91,0
1,74,39,30,1
1,18,46,12,0
1,82,154,82,0
1,3,115,47,1
1,23,82,12,0
1,0,120,24,1
1,70,10,1,1
1,73,119,39,0
1,24,83,60,0
1,67,100,7,1
1,88,163,84,1
1,1,91,79,1
1,33,125,30,1
1,38,109,59,2
1,94,179,81,1
1,58,67,7,3
1,28,113,90,0
1,53,47,43,1
1,65,105,83,0
1,39,98,52,2
1,64,149,99,3
1,86,75,11,1
1,59,39,21,0
1,12,72,30,1
1,35,33,29,1
1,7,49,44,1
1,10,96,0,1
1,6,156,90,1
1,87,98,13,1
1,79,60,2,0
1,5,55,38,1
1,43,163,70,1
1,83,141,50,1
1,43,95,89,1
1,82,185,92,1
1,27,114,62,3
1,90,81,76,1
1,26,150,90,3
1,28,5,5,1
1,3,152,63,1
1,80,82,38,0
1,46,159,93,0
1,84,130,95,0
1,41,113,27,1
1,81,71,41,0
1,20,139,42,1
1,9,41,13,1
1,67,126,84,0
1,89,41,9,1
1,38,105,19,1
1,48,134,72,3
1,42,47,6,2
1,22,122,31,1
1,92,136,88,1
1,73,123,62,0
1,94,120,90,1
1,43,104,72,3
1,89,61,32,1
1,37,174,83,1
1,77,99,76,0
1,71,64,53,1
1,92,129,37,1
1,48,82,37,2
1,19,101,85,0
1,88,85,57,1
1,87,101,66,1
1,16,70,67,1
1,75,53,8,0
1,89,110,77,1
1,1,61,60,1
1,29,157,73,0
1,23,65,16,0
1,42,159,82,0
1,97,42,7,1
1,37,106,60,2
1,19,37,11,0
1,49,99,62,2
1,38,102,42,3
1,64,101,22,0
1,16,90,31,0
1,42,60,40,0
1,74,104,30,0
1,39,159,69,1
1,7,114,99,1
1,64,99,42,3
1,65,50,5,0
1,72,106,18,1
1,65,88,0,1
1,6,145,79,1
1,30,120,42,0
1,61,88,6,0
1,67,94,54,0
1,31,52,5,3
1,61,32,0,3
1,15,147,48,1
1,23,172,90,0
1,25,111,46,0
1,82,69,2,0
1,43,46,31,1
1,57,101,16,1
1,38,89,38,2
1,79,91,48,0
1,95,58,51,1
1,36,59,44,1
1,75,129,42,1
1,60,113,52,3
1,43,92,68,0
1,83,127,48,0
1,77,98,49,0
1,94,125,52,1
1,87,18,3,1
1,68,168,82,1
1,45,67,12,3
1,95,77,47,1
1,25,67,6,0
1,17,27,22,1
1,82,43,28,1
1,20,118,83,0
1,53,123,71,2
1,62,105,52,3
1,92,166,72,1
1,86,66,42,1
1,31,104,41,3
1,15,148,85,1
1,64,162,79,0
1,2,179,82,1
1,21,42,23,0
1,15,17,15,1
1,91,97,89,1
1,24,123,43,0
1,92,80,29,1
1,23,78,15,0
1,39,46,45,1
1,8,84,65,1
1,48,22,0,0
1,56,97,43,3
1,92,139,54,1
1,39,78,61,0
1,85,135,41,1
1,55,77,11,0
1,88,95,89,1
1,95,57,40,1
1,65,127,88,0
1,68,168,88,0
1,37,143,86,3
1,63,33,18,1
1,76,53,12,0
1,10,161,86,1
1,95,129,65,1
1,72,110,75,0
1,69,15,8,1
1,82,76,18,0
1,95,115,35,1
1,52,41,7,3
1,40,70,14,3
1,12,147,54,1
1,2,115,17,1
1,44,112,69,2
1,70,118,78,0
1,7,94,16,1
1,34,97,88,1
1,15,118,64,1
1,90,56,1,1
1,97,163,85,1
1,27,133,99,3
1,82,105,68,0
1,2,109,46,1
1,16,57,33,0
1,85,136,54,1
1,47,62,37,0
1,27,22,21,1
1,88,112,26,1
1,95,127,83,1
1,42,97,93,1
1,8,163,81,1
1,72,169,75,1
1,85,145,66,1
1,71,67,49,0
1,65,148,63,1
1,67,59,9,0
1,59,158,92,0
1,91,24,6,1
1,69,153,86,0
1,36,88,31,3
1,9,139,66,1
1,71,139,54,1
1,62,77,41,3
1,50,150,72,0
1,45,96,50,2
1,23,22,0,0
1,25,113,90,0
1,98,97,68,1
1,94,122,56,1
1,43,121,61,3
1,69,72,52,0
1,28,116,18,1
1,23,106,33,0
1,78,108,31,0
1,31,82,28,3
1,47,62,60,1
1,16,16,11,1
1,83,45,20,0
1,46,130,38,1
1,50,59,18,2
1,54,111,13,1
1,91,142,83,1
1,77,100,60,0
1,63,154,68,1
1,38,85,3,0
1,71,130,80,0
1,26,93,21,0
1,90,109,55,1
1,83,196,98,1
1,77,105,23,0
1,20,97,22,0
1,56,48,34,1
1,43,26,10,0
1,22,166,70,1
1,91,77,8,1
1,65,57,22,0
1,98,68,3,1
1,20,113,65,0
1,8,60,15,1
1,79,117,92,0
1,66,79,77,1
1,19,75,60,1
1,75,135,67,0
1,87,79,24,1
1,66,73,53,0
1,37,93,23,0
1,69,123,79,0
1,18,141,83,0
1,22,23,21,1
1,69,78,51,0
1,33,3,2,1
1,26,79,79,1
1,35,152,58,1
1,63,29,24,1
1,23,157,59,1
1,62,70,15,3
1,14,85,57,1
1,59,72,23,3
1,72,107,77,0
1,82,29,0,0
1,54,73,0,0
1,57,57,10,3
1,29,20,1,0
1,62,141,63,0
1,62,83,36,3
1,52,59,31,3
1,45,103,48,3
1,78,110,73,0
1,31,161,91,0
1,82,81,24,0
1,66,23,6,0
1,82,53,37,0
1,36,48,31,0
1,89,108,97,1
1,25,111,21,1
1,78,179,86,1
1,57,104,84,0
1,43,140,56,0
1,38,83,30,2
1,34,92,77,1
1,61,103,6,1
1,39,83,61,0
1,99,152,80,1
1,41,115,87,3
1,76,74,58,0
1,52,26,2,0
1,80,81,55,0
1,74,95,74,0
1,90,150,79,1
1,62,122,31,1
1,26,34,12,0
1,34,24,2,0
1,76,100,3,1
1,51,102,28,0
1,59,188,93,1
1,14,102,14,1
1,84,134,58,0
1,1,149,52,1
1,39,87,72,1
1,94,122,99,1
1,7,131,85,1
1,24,106,60,0
1,94,49,10,1
1,3,160,75,1
1,77,61,39,0
1,74,140,95,0
1,48,61,10,2
1,15,83,12,1
1,44,118,21,1
1,86,86,76,1
1,80,79,34,0
1,66,88,21,0
1,28,50,45,1
1,88,104,42,1
1,51,38,32,1
1,65,117,80,0
1,16,106,57,0
1,82,66,17,0
1,18,92,65,0
1,61,89,63,3
1,1,77,45,1
1,87,70,26,1
1,14,99,27,1
1,26,46,28,0
1,47,61,40,0
1,37,93,28,0
1,50,78,9,0
1,77,114,33,0
1,76,95,66,0
1,74,84,9,0
1,19,122,76,0
1,26,19,7,1
1,7,100,9,1
1,45,111,65,2
1,89,76,33,1
1,71,183,84,1
1,69,107,30,0
1,28,92,87,1
1,8,137,78,1
1,75,69,48,0
1,34,34,11,0
1,98,119,92,1
1,29,93,3,1
1,12,93,79,1
1,77,170,96,0
1,77,75,9,0
1,23,128,42,1
1,77,68,11,0
1,59,19,0,0
1,39,167,84,0
1,90,75,5,1
1,91,124,72,1
1,73,140,75,0
1,68,130,55,0
1,21,138,72,0
1,47,86,65,0
1,11,95,72,1
1,39,130,46,0
1,23,157,61,1
1,26,119,43,0
1,76,125,51,0
1,19,75,20,0
1,0,102,16,1
1,44,135,66,0
1,9,104,21,1
1,40,75,45,3
1,82,51,10,0
1,83,169,92,0
1,75,121,90,0
1,84,85,65,0
1,1,139,92,1
1,23,64,27,0
1,21,92,91,1
1,91,70,67,1
1,84,88,32,0
1,60,119,72,3
1,2,109,48,1
1,88,163,92,1
1,38,110,29,0
1,65,64,13,0
1,58,121,47,0
1,0,124,87,1
1,53,174,85,1
1,67,67,1,0
1,96,69,30,1
1,21,28,27,1
1,60,156,90,0
1,6,172,92,1
1,85,151,54,1
1,49,136,60,0
1,4,132,68,1
1,59,146,77,0
1,36,140,65,0
1,8,146,79,1
1,91,63,54,1
1,98,81,39,1
1,18,37,28,1
1,14,15,7,1
1,91,111,22,1
1,53,97,80,0
1,94,106,45,1
1,77,39,32,1
1,91,80,74,1
1,15,102,5,1
1,83,78,36,0
1,59,188,97,1
1,46,125,74,2
1,18,72,40,0
1,97,76,3,1
1,2,163,64,1
1,12,63,41,1
1,53,171,73,1
1,0,14,6,1
1,10,153,71,1
1,57,86,54,3
1,88,20,12,1
1,7,120,33,1
1,85,129,30,1
1,1,100,13,1
1,34,109,47,3
1,24,78,4,0
1,81,176,85,1
1,0,128,42,1
1,91,168,87,1
1,48,168,93,0
1,77,173,90,0
1,26,135,40,1
1,32,93,8,1
1,42,14,3,1
1,6,66,50,1
1,38,120,83,2
1,7,45,37,1
1,99,141,84,1
1,90,140,96,1
1,57,114,64,3
1,63,37,27,1
1,19,86,39,0
1,91,53,16,1
1,71,81,42,0
1,25,145,95,0
1,37,66,3,3
1,56,103,82,0
1,5,63,40,1
1,58,118,59,3
1,74,129,91,0
1,48,115,29,1
1,2,36,19,1
1,11,105,88,1
1,4,121,33,1
1,67,55,32,0
1,2,30,10,1
1,99,97,80,1
1,78,98,6,1
1,27,147,63,0
1,42,121,31,1
1,35,144,73,0
1,91,150,88,1
1,12,148,74,1
1,59,75,25,3
1,60,34,18,0
1,3,89,52,1
1,65,51,36,1
1,48,111,95,0
1,64,189,94,1
1,57,147,53,1
1,53,98,69,3
1,75,116,36,0
1,0,98,43,1
1,35,158,88,0
1,22,51,20,0
1,26,80,75,1
1,4,92,27,1
1,33,147,67,0
1,84,104,58,0
1,55,116,85,3
1,68,172,97,0
1,86,148,76,1
1,21,98,97,1
1,97,96,6,1
1,33,58,54,1
1,28,111,65,3
1,93,102,96,1
1,32,112,72,3
1,97,32,21,1
1,10,43,5,1
1,54,143,62,0
1,78,75,46,0
1,56,137,94,3
1,19,84,36,0
1,46,87,63,0
1,57,128,34,1
1,27,114,47,0
1,10,38,35,1
1,35,20,6,1
1,51,109,40,0
1,99,148,99,1
1,22,85,53,0
1,40,102,99,1
1,17,150,95,0
1,32,88,81,1
1,12,163,81,1
1,32,112,44,0
1,74,56,52,1
1,77,58,5,0
1,95,105,8,1
1,82,74,52,0
1,26,158,74,0
1,24,136,46,1
1,20,44,36,1
1,68,170,95,0
1,48,101,6,1
1,36,114,57,3
1,98,145,98,1
1,91,155,56,1
1,15,152,88,1
1,8,72,22,1
1,35,80,24,3
1,96,177,84,1
1,97,102,18,1
