"NUEVA LICITACION / C. ERRORES","TIPO
ANUNCIO",EXPTE.,OBJETO,"FECHA
ANUNCIO",BOLETIN,Nº,"LINK ANUNCIO",ORGANISMO,LOCALIDAD,PROVINCIA,CCAA,TIPO,SECTOR,PCA.,PCT.,"PLAZO LIMITE OFERTAS","FECHA APERTURA PLICAS O SOBRES","CONTRATO TIPO","PROCEDIMIENTO ADJUDICACION","FORMA ADJUDICACION",CLASIFICACION,"OBJETO LOTES",,,"IMPORTE
S/IVA","IMPORTE
C/IVA","C. FINANC.",L1,L2,L3,UDS.,,"DURACION CONTRATO (MESES)","PRORROGA CONTRATO (MESES)","KEYWORDS
MARCAS/MODELOS",OBSERVACIONES,,
,LICITACION,AG-2015-1058,"SERVICIO PARA EL MANTENIMIENTO Y DESARROLLO DE RURALCAT, LA COMUNIDAD VIRTUAL AGROALIMENTARIA Y DEL MUNDO RURAL",2015/11/04,"DO UNION EUROPEA",213-389629,http://ted.europa.eu/udl?uri=TED:NOTICE:389629-2015:TEXT:ES:HTML&src=0,"DEPARTAMENTO DE AGRICULTURA, GANADERIA, PESCA Y ALIMENTACION  - GENERALITAT DE CATALUÑA",BARCELONA,BARCELONA,CATALUÑA,CCAA,"AGRICULTURA, PESCA Y ALIMENTACION",https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/notice.pscp?reqCode=viewCn&idDoc=13029569&version=13029569&lawType=2,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/portalfileretrieving.pscp?reqCode=retrieveFile&docHash=9169421194c86beeb4957ac2732a0108&fileId=13029727&capId=202191&idTS=13020341,2015/12/09,2015/12/14,SERVICIOS,ABIERTO,CONCURSO,,,,,,,COMPRA,SERVICIOS,"SERVICIOS GESTIONADOS",ALOJAMIENTO,,,12,12,,"JOSEP MARIA MASSES TARRAGO",,
,LICITACION,26/15,"MANTENIMIENTO DEL SISTEMA DE CONTROL Y GESTION DEL EDIFICIO DESIGO INSIGHT",2015/11/04,INTERNET,,https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=abc2faa3-5616-45e9-ba38-ce05569e9125,"FUNDACION CENTRO NACIONAL DE INVESTIGACIONES ONCOLOGICAS CARLOS III",MADRID,MADRID,AGE,AGE,"INDUSTRIA / TURISMO / COMERCIO / CIENCIA Y TECNOLOGIA",https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=11205f2a-ffd3-490f-97bc-699b83e0875a,https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=27aec921-487f-4bd9-a0cc-bea888e43513,2015/12/29,2016/01/15,SERVICIOS,ABIERTO,CONCURSO,,,,,160000,,COMPRA,SERVICIOS,"MANTENIMIENTO O GESTION","SISTEMAS IT",,,36,36,DESIGO-INSIGHT,"VALOR ESTIMADO: 320.000 S/IVA",,
,LICITACION,15-0064,"CONTRATO DE SUMINISTRO DE EQUIPO DE ANGIORADIOLOGIA Y 2 ARCOS QUIRURGICOS",2015/11/04,"DO UNION EUROPEA",213-388294,http://ted.europa.eu/udl?uri=TED:NOTICE:388294-2015:TEXT:ES:HTML&src=0,"HOSPITAL CLINIC DE BARCELONA",BARCELONA,BARCELONA,CATALUÑA,CCAA,"SANIDAD Y CONSUMO",https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/notice.pscp?idDoc=13029815&reqCode=viewCn&idCap=692108&,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/portalfileretrieving.pscp?reqCode=retrieveFile&docHash=51707568b1c0ca8cef26d1f5c26bfa6e&fileId=13029875&capId=692108&idTS=13029804,2015/12/11,2015/12/18,SUMINISTRO,ABIERTO,CONCURSO,,,,,790000,,COMPRA,HARDWARE,"SISTEMAS CLINICOS","IMAGEN / DIAGNOSTICO",,,,,,,,
,LICITACION,15-0064,"CONTRATO DE SUMINISTRO DE EQUIPO DE ANGIORADIOLOGIA Y 2 ARCOS QUIRURGICOS",2015/11/04,"DO UNION EUROPEA",213-388294,http://ted.europa.eu/udl?uri=TED:NOTICE:388294-2015:TEXT:ES:HTML&src=0,"HOSPITAL CLINIC DE BARCELONA",BARCELONA,BARCELONA,CATALUÑA,CCAA,"SANIDAD Y CONSUMO",https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/notice.pscp?idDoc=13029815&reqCode=viewCn&idCap=692108&,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/portalfileretrieving.pscp?reqCode=retrieveFile&docHash=51707568b1c0ca8cef26d1f5c26bfa6e&fileId=13029875&capId=692108&idTS=13029804,2015/12/11,2015/12/18,SUMINISTRO,ABIERTO,CONCURSO,,,,,,,COMPRA,SOFTWARE,"APLICACIONES ESPECIFICAS O A MEDIDA",SANIDAD,,,,,,,,
,LICITACION,15-0064,"CONTRATO DE SUMINISTRO DE EQUIPO DE ANGIORADIOLOGIA Y 2 ARCOS QUIRURGICOS",2015/11/04,"DO UNION EUROPEA",213-388294,http://ted.europa.eu/udl?uri=TED:NOTICE:388294-2015:TEXT:ES:HTML&src=0,"HOSPITAL CLINIC DE BARCELONA",BARCELONA,BARCELONA,CATALUÑA,CCAA,"SANIDAD Y CONSUMO",https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/notice.pscp?idDoc=13029815&reqCode=viewCn&idCap=692108&,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/portalfileretrieving.pscp?reqCode=retrieveFile&docHash=51707568b1c0ca8cef26d1f5c26bfa6e&fileId=13029875&capId=692108&idTS=13029804,2015/12/11,2015/12/18,SUMINISTRO,ABIERTO,CONCURSO,,,,,,,COMPRA,SERVICIOS,INTEGRACION,"SISTEMAS INTG",,,,,,,,
,LICITACION,15-0064,"CONTRATO DE SUMINISTRO DE EQUIPO DE ANGIORADIOLOGIA Y 2 ARCOS QUIRURGICOS",2015/11/04,"DO UNION EUROPEA",213-388294,http://ted.europa.eu/udl?uri=TED:NOTICE:388294-2015:TEXT:ES:HTML&src=0,"HOSPITAL CLINIC DE BARCELONA",BARCELONA,BARCELONA,CATALUÑA,CCAA,"SANIDAD Y CONSUMO",https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/notice.pscp?idDoc=13029815&reqCode=viewCn&idCap=692108&,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/portalfileretrieving.pscp?reqCode=retrieveFile&docHash=51707568b1c0ca8cef26d1f5c26bfa6e&fileId=13029875&capId=692108&idTS=13029804,2015/12/11,2015/12/18,SUMINISTRO,ABIERTO,CONCURSO,,,,,,,COMPRA,HARDWARE,ALMACENAMIENTO,PACS,,,,,,,,
,LICITACION,15-0064,"CONTRATO DE SUMINISTRO DE EQUIPO DE ANGIORADIOLOGIA Y 2 ARCOS QUIRURGICOS",2015/11/04,"DO UNION EUROPEA",213-388294,http://ted.europa.eu/udl?uri=TED:NOTICE:388294-2015:TEXT:ES:HTML&src=0,"HOSPITAL CLINIC DE BARCELONA",BARCELONA,BARCELONA,CATALUÑA,CCAA,"SANIDAD Y CONSUMO",https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/notice.pscp?idDoc=13029815&reqCode=viewCn&idCap=692108&,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/portalfileretrieving.pscp?reqCode=retrieveFile&docHash=51707568b1c0ca8cef26d1f5c26bfa6e&fileId=13029875&capId=692108&idTS=13029804,2015/12/11,2015/12/18,SUMINISTRO,ABIERTO,CONCURSO,,,,,,,COMPRA,HARDWARE,PERIFERICOS,"MONITORES / DISPLAYS",,,,,,,,
,LICITACION,15-0064,"CONTRATO DE SUMINISTRO DE EQUIPO DE ANGIORADIOLOGIA Y 2 ARCOS QUIRURGICOS",2015/11/04,"DO UNION EUROPEA",213-388294,http://ted.europa.eu/udl?uri=TED:NOTICE:388294-2015:TEXT:ES:HTML&src=0,"HOSPITAL CLINIC DE BARCELONA",BARCELONA,BARCELONA,CATALUÑA,CCAA,"SANIDAD Y CONSUMO",https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/notice.pscp?idDoc=13029815&reqCode=viewCn&idCap=692108&,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/portalfileretrieving.pscp?reqCode=retrieveFile&docHash=51707568b1c0ca8cef26d1f5c26bfa6e&fileId=13029875&capId=692108&idTS=13029804,2015/12/11,2015/12/18,SUMINISTRO,ABIERTO,CONCURSO,,,,,,,COMPRA,HARDWARE,"ORDENADORES PERSONALES",SOBREMESA,,,,,,,,
,LICITACION,15-0064,"CONTRATO DE SUMINISTRO DE EQUIPO DE ANGIORADIOLOGIA Y 2 ARCOS QUIRURGICOS",2015/11/04,"DO UNION EUROPEA",213-388294,http://ted.europa.eu/udl?uri=TED:NOTICE:388294-2015:TEXT:ES:HTML&src=0,"HOSPITAL CLINIC DE BARCELONA",BARCELONA,BARCELONA,CATALUÑA,CCAA,"SANIDAD Y CONSUMO",https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/notice.pscp?idDoc=13029815&reqCode=viewCn&idCap=692108&,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/portalfileretrieving.pscp?reqCode=retrieveFile&docHash=51707568b1c0ca8cef26d1f5c26bfa6e&fileId=13029875&capId=692108&idTS=13029804,2015/12/11,2015/12/18,SUMINISTRO,ABIERTO,CONCURSO,,,,,,,COMPRA,OTROS,"SUMINISTROS Y SERVICIOS NO TIC",VARIOS,,,,,,"DR. JUAN MACHO",,
,LICITACION,G1537,"DESARROLLO Y MANTENIMIENTO DE APLICACIONES INFORMATICAS ASOCIADAS A LAS AREAS FUNCIONALES BAJO LA MODALIDAD DE ANS",2015/11/04,INTERNET,,http://lantik.bizkaia.eus/eskaintzak/ca_contratacion_detalle.asp?cod=G1537,"LANTIK, SA",BILBAO,VIZCAYA,"PAIS VASCO",EELL,"OTROS (SECTOR PUBLICO)",http://lantik.bizkaia.eus/eskaintzak/verDocumento.asp?idFichero=1415&idioma=CA,http://lantik.bizkaia.eus/eskaintzak/verDocumento.asp?idFichero=1414&idioma=CA,2015/12/14,,SERVICIOS,ABIERTO,CONCURSO,,,,,"6492573,36",,COMPRA,SERVICIOS,"ASISTENCIA TECNICA",PROGRAMACION,,,36,24,,"VALOR ESTIMADO: 12.985.146,72; PERFILES: 29 PERSONAS, PRECIO/HORA DISEÑO MAX: 42€ S/IVA, PRECIO/HORA PROGRAMACION MAX: 35€ S/IVA, PRECIO MEDIO PONDERADO: 36,54 S/IVA",,
,LICITACION,G1537,"DESARROLLO Y MANTENIMIENTO DE APLICACIONES INFORMATICAS ASOCIADAS A LAS AREAS FUNCIONALES BAJO LA MODALIDAD DE ANS",2015/11/04,INTERNET,,http://lantik.bizkaia.eus/eskaintzak/ca_contratacion_detalle.asp?cod=G1537,"LANTIK, SA",BILBAO,VIZCAYA,"PAIS VASCO",EELL,"OTROS (SECTOR PUBLICO)",http://lantik.bizkaia.eus/eskaintzak/verDocumento.asp?idFichero=1415&idioma=CA,http://lantik.bizkaia.eus/eskaintzak/verDocumento.asp?idFichero=1414&idioma=CA,2015/12/14,,SERVICIOS,ABIERTO,CONCURSO,,,,,,,COMPRA,SERVICIOS,"MANTENIMIENTO O GESTION","SOFTWARE / APLICACIONES / CONTENIDOS",,,,,,"EDURNE BILBAO",,
,LICITACION,15CASV012,"GESTION DE LA INFORMACION GENERADA POR LAS REDES ESPAÑOLAS DE CALIDAD DEL AIRE AMBIENTE",2015/11/02,INTERNET,,https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=27f65f10-b19f-45c1-ae95-997863b04c10,"MINISTERIO DE AGRICULTURA, ALIMENTACION Y MEDIO AMBIENTE",MADRID,MADRID,AGE,AGE,"AGRICULTURA, PESCA Y ALIMENTACION",https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=6b14f0d4-7c7a-49c1-9587-d3fd415a73c2,https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=4692aa90-60f4-44e1-af50-ce51e3803e99,2015/12/22,2016/01/21,SERVICIOS,ABIERTO,CONCURSO,,,,,1289560,,COMPRA,SERVICIOS,"OUTSOURCING PROCESOS","PROCESOS DE NEGOCIO",,,48,,,"VALOR ESTIMADO: 1.934.340 S/IVA",,
,LICITACION,15CASV012,"GESTION DE LA INFORMACION GENERADA POR LAS REDES ESPAÑOLAS DE CALIDAD DEL AIRE AMBIENTE",2015/11/02,INTERNET,,https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=27f65f10-b19f-45c1-ae95-997863b04c10,"MINISTERIO DE AGRICULTURA, ALIMENTACION Y MEDIO AMBIENTE",MADRID,MADRID,AGE,AGE,"AGRICULTURA, PESCA Y ALIMENTACION",https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=6b14f0d4-7c7a-49c1-9587-d3fd415a73c2,https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=4692aa90-60f4-44e1-af50-ce51e3803e99,2015/12/22,2016/01/21,SERVICIOS,ABIERTO,CONCURSO,,,,,,,COMPRA,SERVICIOS,"ASISTENCIA TECNICA",PROGRAMACION,,,48,,,,,
,LICITACION,15CASV012,"GESTION DE LA INFORMACION GENERADA POR LAS REDES ESPAÑOLAS DE CALIDAD DEL AIRE AMBIENTE",2015/11/02,INTERNET,,https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=27f65f10-b19f-45c1-ae95-997863b04c10,"MINISTERIO DE AGRICULTURA, ALIMENTACION Y MEDIO AMBIENTE",MADRID,MADRID,AGE,AGE,"AGRICULTURA, PESCA Y ALIMENTACION",https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=6b14f0d4-7c7a-49c1-9587-d3fd415a73c2,https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=4692aa90-60f4-44e1-af50-ce51e3803e99,2015/12/22,2016/01/21,SERVICIOS,ABIERTO,CONCURSO,,,,,,,COMPRA,SERVICIOS,"MANTENIMIENTO O GESTION","SOFTWARE / APLICACIONES / CONTENIDOS",,,48,,,,,
,LICITACION,15CASV012,"GESTION DE LA INFORMACION GENERADA POR LAS REDES ESPAÑOLAS DE CALIDAD DEL AIRE AMBIENTE",2015/11/02,INTERNET,,https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=27f65f10-b19f-45c1-ae95-997863b04c10,"MINISTERIO DE AGRICULTURA, ALIMENTACION Y MEDIO AMBIENTE",MADRID,MADRID,AGE,AGE,"AGRICULTURA, PESCA Y ALIMENTACION",https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=6b14f0d4-7c7a-49c1-9587-d3fd415a73c2,https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=4692aa90-60f4-44e1-af50-ce51e3803e99,2015/12/22,2016/01/21,SERVICIOS,ABIERTO,CONCURSO,,,,,,,COMPRA,OTROS,"SUMINISTROS Y SERVICIOS NO TIC",VARIOS,,,48,,,,,
,LICITACION,15CASV012,"GESTION DE LA INFORMACION GENERADA POR LAS REDES ESPAÑOLAS DE CALIDAD DEL AIRE AMBIENTE",2015/11/02,INTERNET,,https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=27f65f10-b19f-45c1-ae95-997863b04c10,"MINISTERIO DE AGRICULTURA, ALIMENTACION Y MEDIO AMBIENTE",MADRID,MADRID,AGE,AGE,"AGRICULTURA, PESCA Y ALIMENTACION",https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=6b14f0d4-7c7a-49c1-9587-d3fd415a73c2,https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=4692aa90-60f4-44e1-af50-ce51e3803e99,2015/12/22,2016/01/21,SERVICIOS,ABIERTO,CONCURSO,,,,,,,COMPRA,SERVICIOS,FORMACION,FORMACION,,,48,,,"MARIA A. PALLARES QUEROL",,
,"CORRECCION ERRORES",15.123.RF932.OB.07,"OBRA DEL PROYECTO DE REFORMA DE LAS INSTALACIONES DE SEGURIDAD PERIMETRAL E INTERFONIA EN EL CENTRO PENITENCIARIO DE MADRID V, SOTO DEL REAL",2015/11/03,INTERNET,,https://contrataciondelestado.es/wps/wcm/connect/e4179caf-ad8b-4738-9b79-fbc0ff939f86/DOC_CD2015-194541.html?MOD=AJPERES,"SOCIEDAD ESTATAL INFRAESTRUCTURAS Y EQUIPAMIENTO PENITENCIARIO",MADRID,MADRID,AGE,AGE,INTERIOR,https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=79e0e6e5-d844-4daf-ba5d-60ff91689b72,https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=020915ec-11b0-47b7-b6eb-1ffbd73a1b76,2015/12/16,2015/12/28,OBRAS,RESTRINGIDO,CONCURSO,,,,,"1398982,33",,COMPRA,HARDWARE,"SISTEMAS VARIOS","COMUNICACIONES SIST",,,,,,"CE 04/11/2015: SE AMPLIA PLAZO PRESENTACION Y APERTURA OFERTAS;",,
,"CORRECCION ERRORES",15.123.RF932.OB.07,"OBRA DEL PROYECTO DE REFORMA DE LAS INSTALACIONES DE SEGURIDAD PERIMETRAL E INTERFONIA EN EL CENTRO PENITENCIARIO DE MADRID V, SOTO DEL REAL",2015/11/03,INTERNET,,https://contrataciondelestado.es/wps/wcm/connect/e4179caf-ad8b-4738-9b79-fbc0ff939f86/DOC_CD2015-194541.html?MOD=AJPERES,"SOCIEDAD ESTATAL INFRAESTRUCTURAS Y EQUIPAMIENTO PENITENCIARIO",MADRID,MADRID,AGE,AGE,INTERIOR,https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=79e0e6e5-d844-4daf-ba5d-60ff91689b72,https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=020915ec-11b0-47b7-b6eb-1ffbd73a1b76,2015/12/16,2015/12/28,OBRAS,RESTRINGIDO,CONCURSO,,,,,,,COMPRA,SERVICIOS,INTEGRACION,"SISTEMAS INTG",,,,,,,,
,"CORRECCION ERRORES",15.123.RF932.OB.07,"OBRA DEL PROYECTO DE REFORMA DE LAS INSTALACIONES DE SEGURIDAD PERIMETRAL E INTERFONIA EN EL CENTRO PENITENCIARIO DE MADRID V, SOTO DEL REAL",2015/11/03,INTERNET,,https://contrataciondelestado.es/wps/wcm/connect/e4179caf-ad8b-4738-9b79-fbc0ff939f86/DOC_CD2015-194541.html?MOD=AJPERES,"SOCIEDAD ESTATAL INFRAESTRUCTURAS Y EQUIPAMIENTO PENITENCIARIO",MADRID,MADRID,AGE,AGE,INTERIOR,https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=79e0e6e5-d844-4daf-ba5d-60ff91689b72,https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=020915ec-11b0-47b7-b6eb-1ffbd73a1b76,2015/12/16,2015/12/28,OBRAS,RESTRINGIDO,CONCURSO,,,,,,,COMPRA,HARDWARE,"SISTEMAS VARIOS","SEGURIDAD / CONTROL DE ACCESOS",,,,,,,,
,"CORRECCION ERRORES",15.123.RF932.OB.07,"OBRA DEL PROYECTO DE REFORMA DE LAS INSTALACIONES DE SEGURIDAD PERIMETRAL E INTERFONIA EN EL CENTRO PENITENCIARIO DE MADRID V, SOTO DEL REAL",2015/11/03,INTERNET,,https://contrataciondelestado.es/wps/wcm/connect/e4179caf-ad8b-4738-9b79-fbc0ff939f86/DOC_CD2015-194541.html?MOD=AJPERES,"SOCIEDAD ESTATAL INFRAESTRUCTURAS Y EQUIPAMIENTO PENITENCIARIO",MADRID,MADRID,AGE,AGE,INTERIOR,https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=79e0e6e5-d844-4daf-ba5d-60ff91689b72,https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=020915ec-11b0-47b7-b6eb-1ffbd73a1b76,2015/12/16,2015/12/28,OBRAS,RESTRINGIDO,CONCURSO,,,,,,,COMPRA,HARDWARE,"COMUNICACIONES HW","TELEFONIA / PBX / CENTRALITAS",,,,,,,,
,"CORRECCION ERRORES",15.123.RF932.OB.07,"OBRA DEL PROYECTO DE REFORMA DE LAS INSTALACIONES DE SEGURIDAD PERIMETRAL E INTERFONIA EN EL CENTRO PENITENCIARIO DE MADRID V, SOTO DEL REAL",2015/11/03,INTERNET,,https://contrataciondelestado.es/wps/wcm/connect/e4179caf-ad8b-4738-9b79-fbc0ff939f86/DOC_CD2015-194541.html?MOD=AJPERES,"SOCIEDAD ESTATAL INFRAESTRUCTURAS Y EQUIPAMIENTO PENITENCIARIO",MADRID,MADRID,AGE,AGE,INTERIOR,https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=79e0e6e5-d844-4daf-ba5d-60ff91689b72,https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=020915ec-11b0-47b7-b6eb-1ffbd73a1b76,2015/12/16,2015/12/28,OBRAS,RESTRINGIDO,CONCURSO,,,,,,,COMPRA,SOFTWARE,"APLICACIONES ESPECIFICAS O A MEDIDA","COMUNICACIONES APP",,,,,,,,
,"CORRECCION ERRORES",15.123.RF932.OB.07,"OBRA DEL PROYECTO DE REFORMA DE LAS INSTALACIONES DE SEGURIDAD PERIMETRAL E INTERFONIA EN EL CENTRO PENITENCIARIO DE MADRID V, SOTO DEL REAL",2015/11/03,INTERNET,,https://contrataciondelestado.es/wps/wcm/connect/e4179caf-ad8b-4738-9b79-fbc0ff939f86/DOC_CD2015-194541.html?MOD=AJPERES,"SOCIEDAD ESTATAL INFRAESTRUCTURAS Y EQUIPAMIENTO PENITENCIARIO",MADRID,MADRID,AGE,AGE,INTERIOR,https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=79e0e6e5-d844-4daf-ba5d-60ff91689b72,https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=020915ec-11b0-47b7-b6eb-1ffbd73a1b76,2015/12/16,2015/12/28,OBRAS,RESTRINGIDO,CONCURSO,,,,,,,COMPRA,SERVICIOS,INSTALACION,"REDES INST",,,,,,,,
,"CORRECCION ERRORES",15.123.RF932.OB.07,"OBRA DEL PROYECTO DE REFORMA DE LAS INSTALACIONES DE SEGURIDAD PERIMETRAL E INTERFONIA EN EL CENTRO PENITENCIARIO DE MADRID V, SOTO DEL REAL",2015/11/03,INTERNET,,https://contrataciondelestado.es/wps/wcm/connect/e4179caf-ad8b-4738-9b79-fbc0ff939f86/DOC_CD2015-194541.html?MOD=AJPERES,"SOCIEDAD ESTATAL INFRAESTRUCTURAS Y EQUIPAMIENTO PENITENCIARIO",MADRID,MADRID,AGE,AGE,INTERIOR,https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=79e0e6e5-d844-4daf-ba5d-60ff91689b72,https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=020915ec-11b0-47b7-b6eb-1ffbd73a1b76,2015/12/16,2015/12/28,OBRAS,RESTRINGIDO,CONCURSO,,,,,,,COMPRA,HARDWARE,NETWORKING,"ELECTRONICA DE RED",,,,,,,,
,"CORRECCION ERRORES",15.123.RF932.OB.07,"OBRA DEL PROYECTO DE REFORMA DE LAS INSTALACIONES DE SEGURIDAD PERIMETRAL E INTERFONIA EN EL CENTRO PENITENCIARIO DE MADRID V, SOTO DEL REAL",2015/11/03,INTERNET,,https://contrataciondelestado.es/wps/wcm/connect/e4179caf-ad8b-4738-9b79-fbc0ff939f86/DOC_CD2015-194541.html?MOD=AJPERES,"SOCIEDAD ESTATAL INFRAESTRUCTURAS Y EQUIPAMIENTO PENITENCIARIO",MADRID,MADRID,AGE,AGE,INTERIOR,https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=79e0e6e5-d844-4daf-ba5d-60ff91689b72,https://contrataciondelestado.es/wps/wcm/connect/PLACE_es/Site/area/docAccCmpnt?srv=cmpnt&cmpntname=GetDocumentsById&source=library&DocumentIdParam=020915ec-11b0-47b7-b6eb-1ffbd73a1b76,2015/12/16,2015/12/28,OBRAS,RESTRINGIDO,CONCURSO,,,,,,,COMPRA,SOFTWARE,"SW INFRAESTRUCTURA","COMUNICACIONES / LOCALIZACION / COMUNICACIONES UNIFICADAS",,,,,,,,
