X,Y,COLOR
23,23,0
79,72,0
81,24,0
44,12,1
86,66,1
40,57,1
55,81,1
41,23,1
96,19,1
67,73,1
27,78,0
95,23,1
76,29,0
65,6,1
72,55,1
30,78,0
31,74,0
11,9,1
13,34,1
58,2,1
13,82,1
76,80,0
27,11,1
10,67,1
36,32,1
14,31,1
77,47,0
3,76,1
91,13,1
4,66,1
47,45,1
57,84,1
7,21,1
5,28,1
64,61,1
20,98,1
4,18,1
59,93,1
13,60,1
55,40,1
59,38,1
13,87,1
58,34,1
27,19,0
97,77,1
55,85,1
36,92,1
27,56,0
87,41,1
37,36,1
7,36,1
59,0,1
46,23,1
78,63,0
11,31,1
27,29,0
17,70,0
83,60,0
90,36,1
33,73,0
84,16,0
95,10,1
89,93,1
44,6,1
41,80,1
45,14,1
27,36,0
89,11,1
93,21,1
99,84,1
38,52,1
82,8,1
78,73,0
43,15,1
8,84,1
66,48,1
37,20,1
32,6,1
81,85,1
18,40,0
58,10,1
18,94,1
60,50,1
4,95,1
82,23,0
86,17,1
26,83,0
55,21,1
19,40,0
57,34,1
90,32,1
3,85,1
41,43,1
55,25,1
67,30,1
29,23,0
65,6,1
74,61,1
2,79,1
1,96,1
98,68,1
64,22,1
35,94,1
9,0,1
70,89,1
86,70,1
44,66,1
99,10,1
68,36,1
42,54,1
95,53,1
88,57,1
96,40,1
47,13,1
26,47,0
55,93,1
75,13,1
95,46,1
74,58,1
28,34,0
27,66,0
40,62,1
79,91,1
46,42,1
16,23,0
16,39,0
46,80,1
72,13,1
53,8,1
99,92,1
76,24,0
46,0,1
62,33,1
38,88,1
81,94,1
34,2,1
38,56,1
99,7,1
86,38,1
22,35,0
79,88,1
73,96,1
98,2,1
1,91,1
46,17,1
84,59,0
72,34,1
28,14,1
4,28,1
34,89,1
74,69,1
14,49,1
7,98,1
54,7,1
29,36,0
94,64,1
23,24,0
19,18,0
31,29,0
49,17,1
68,13,1
27,72,0
98,70,1
42,28,1
3,43,1
94,22,1
69,93,1
65,42,1
98,16,1
33,13,1
52,53,1
97,98,1
2,70,1
55,64,1
44,38,1
26,42,0
56,28,1
12,8,1
28,66,0
26,54,0
54,94,1
92,70,1
44,39,1
14,97,1
54,75,1
27,19,0
32,41,0
46,42,1
18,76,0
57,8,1
3,75,1
26,59,0
98,69,1
16,91,1
52,9,1
48,96,1
21,25,0
91,94,1
16,30,0
34,77,0
17,48,0
99,2,1
57,93,1
93,22,1
75,94,1
12,32,1
59,27,1
61,13,1
37,47,1
13,89,1
81,41,0
8,11,1
71,26,1
42,81,1
66,66,1
62,11,1
37,35,1
67,53,1
22,40,0
96,43,1
65,54,1
95,57,1
34,6,1
14,69,1
42,10,1
82,40,0
7,46,1
33,0,1
32,83,0
26,80,0
29,26,0
66,40,1
31,38,0
32,86,1
97,21,1
67,99,1
56,60,1
42,41,1
56,72,1
38,34,1
8,22,1
56,65,1
5,45,1
58,3,1
21,89,1
33,76,0
32,50,0
46,63,1
70,14,1
75,97,1
45,23,1
34,53,0
74,5,1
71,56,1
71,88,1
39,70,1
72,15,1
20,99,1
86,10,1
39,63,1
9,6,1
93,70,1
63,17,1
71,0,1
52,86,1
84,3,1
37,90,1
88,35,1
38,64,1
19,3,1
21,64,0
63,42,1
22,54,0
13,88,1
77,23,0
9,90,1
41,67,1
32,46,0
53,31,1
21,83,0
38,6,1
69,93,1
9,93,1
10,26,1
34,2,1
52,1,1
39,39,1
53,31,1
37,98,1
45,15,1
40,40,1
2,17,1
16,46,0
41,29,1
36,30,1
62,94,1
59,67,1
46,35,1
8,68,1
32,93,1
92,16,1
55,50,1
54,56,1
13,34,1
83,86,1
70,7,1
83,72,0
33,68,0
82,89,1
95,40,1
56,29,1
71,20,1
74,90,1
29,62,0
18,64,0
64,66,1
37,1,1
8,37,1
8,22,1
21,35,0
92,85,1
23,68,0
43,79,1
29,20,0
80,44,0
8,93,1
26,55,0
31,15,1
45,37,1
11,57,1
37,57,1
44,71,1
51,27,1
91,92,1
10,93,1
44,25,1
85,45,1
74,34,1
56,34,1
93,24,1
72,91,1
93,70,1
48,99,1
16,34,0
31,18,0
89,88,1
55,78,1
67,72,1
65,8,1
96,26,1
44,69,1
16,52,0
95,57,1
19,55,0
60,81,1
49,69,1
86,5,1
88,61,1
8,79,1
70,33,1
97,98,1
46,44,1
15,37,1
46,7,1
61,62,1
90,99,1
65,40,1
4,20,1
8,72,1
29,16,0
91,28,1
29,51,0
62,78,1
39,8,1
39,98,1
19,36,0
5,14,1
32,38,0
22,98,1
43,43,1
56,99,1
43,45,1
79,30,0
20,59,0
44,78,1
82,86,1
84,49,0
36,32,1
99,56,1
2,3,1
4,2,1
58,54,1
66,55,1
63,49,1
29,61,0
43,98,1
13,43,1
42,3,1
89,23,1
14,47,1
0,23,1
88,6,1
34,81,0
97,52,1
10,83,1
55,91,1
49,45,1
39,43,1
89,68,1
50,48,1
47,46,1
43,78,1
32,1,1
67,68,1
76,75,0
37,30,1
32,98,1
38,53,1
56,24,1
49,22,1
22,19,0
21,42,0
75,79,1
59,53,1
99,67,1
59,89,1
41,68,1
89,45,1
4,32,1
90,75,1
58,69,1
33,37,0
3,14,1
62,64,1
17,65,0
65,48,1
3,36,1
86,20,1
80,30,0
2,91,1
92,15,1
81,32,0
91,46,1
21,11,1
74,16,1
45,16,1
17,43,0
45,66,1
45,5,1
8,41,1
15,99,1
29,9,1
67,44,1
90,49,1
60,12,1
7,1,1
49,75,1
54,5,1
96,36,1
22,39,0
96,91,1
7,51,1
64,80,1
59,86,1
20,2,1
25,24,0
35,84,1
58,0,1
94,35,1
89,91,1
53,91,1
17,94,1
24,53,0
77,38,0
20,39,0
38,48,1
79,73,0
4,89,1
13,23,1
6,69,1
6,48,1
1,71,1
36,82,1
42,67,1
40,12,1
90,31,1
84,26,0
76,91,1
80,36,0
80,4,1
56,93,1
60,62,1
72,89,1
93,15,1
40,36,1
57,95,1
79,85,1
64,87,1
3,3,1
43,70,1
14,52,1
90,27,1
69,91,1
80,94,1
73,50,1
51,6,1
99,2,1
15,99,1
95,98,1
12,53,1
95,91,1
58,89,1
4,17,1
62,30,1
53,79,1
93,82,1
61,47,1
81,57,0
73,41,1
75,94,1
54,39,1
57,63,1
63,72,1
38,22,1
27,17,0
97,7,1
63,85,1
56,28,1
37,34,1
33,39,0
21,47,0
15,71,1
38,3,1
95,91,1
12,54,1
27,39,0
83,34,0
96,44,1
82,49,0
49,89,1
21,44,0
40,70,1
61,82,1
25,39,0
83,99,1
52,94,1
22,86,1
7,68,1
87,63,1
70,93,1
40,16,1
50,90,1
28,98,1
39,88,1
22,71,0
87,40,1
53,43,1
69,54,1
11,41,1
52,32,1
77,62,0
29,93,1
66,76,1
89,60,1
85,4,1
82,16,0
35,89,1
67,81,1
30,28,0
5,40,1
2,49,1
30,74,0
33,39,0
59,53,1
86,42,1
79,66,0
19,81,0
46,17,1
50,73,1
42,61,1
45,76,1
55,46,1
73,81,1
8,14,1
6,73,1
43,86,1
39,63,1
22,85,1
42,76,1
5,46,1
38,86,1
52,21,1
91,47,1
31,20,0
83,52,0
51,42,1
82,46,0
56,4,1
49,41,1
70,79,1
70,5,1
70,2,1
11,6,1
59,96,1
50,99,1
6,70,1
87,99,1
1,14,1
92,87,1
33,38,0
3,0,1
52,10,1
27,33,0
58,11,1
98,94,1
3,1,1
89,6,1
54,93,1
53,97,1
29,76,0
33,23,0
46,9,1
26,78,0
85,80,1
79,60,0
90,40,1
0,66,1
32,22,0
40,66,1
78,45,0
82,96,1
34,13,1
90,87,1
68,29,1
0,89,1
88,91,1
65,66,1
23,98,1
73,30,1
78,55,0
4,75,1
93,48,1
47,41,1
80,51,0
85,50,1
17,7,1
88,53,1
92,1,1
14,25,1
0,21,1
54,54,1
58,32,1
40,91,1
88,35,1
34,17,0
54,3,1
10,90,1
5,60,1
18,18,0
23,73,0
12,70,1
27,7,1
98,79,1
77,87,1
18,32,0
58,96,1
3,83,1
86,94,1
66,24,1
91,33,1
80,64,0
61,46,1
44,68,1
27,16,0
23,4,1
27,71,0
29,88,1
93,84,1
35,38,1
34,81,0
74,22,1
14,0,1
57,21,1
49,34,1
43,41,1
3,10,1
99,6,1
72,57,1
2,27,1
48,45,1
20,1,1
16,26,0
82,43,0
50,23,1
45,34,1
11,54,1
4,99,1
41,62,1
82,99,1
11,75,1
60,16,1
79,44,0
86,18,1
18,60,0
32,37,0
21,61,0
77,98,1
27,80,0
10,42,1
31,18,0
9,15,1
74,76,1
41,20,1
23,64,0
8,74,1
92,2,1
48,78,1
54,85,1
65,26,1
70,53,1
38,29,1
72,34,1
39,29,1
16,64,0
41,65,1
22,98,1
34,9,1
93,43,1
20,62,0
60,47,1
12,75,1
99,81,1
85,81,1
10,9,1
57,12,1
12,20,1
35,46,1
99,83,1
31,82,0
56,59,1
16,71,0
75,13,1
51,9,1
93,53,1
36,83,1
95,0,1
93,78,1
32,28,0
26,11,1
17,65,0
68,54,1
46,25,1
15,52,1
30,34,0
85,17,1
32,44,0
42,99,1
17,16,0
97,84,1
58,70,1
12,84,1
62,16,1
53,38,1
6,92,1
1,86,1
54,37,1
66,58,1
2,50,1
68,69,1
47,23,1
70,96,1
65,34,1
85,40,1
54,31,1
85,18,1
27,24,0
69,57,1
18,56,0
27,15,1
7,64,1
92,20,1
70,15,1
33,78,0
11,99,1
62,27,1
73,48,1
94,67,1
7,69,1
57,32,1
63,84,1
11,37,1
59,54,1
55,68,1
90,85,1
14,51,1
28,78,0
29,6,1
14,7,1
17,76,0
95,24,1
46,88,1
18,50,0
21,30,0
55,97,1
16,75,0
62,69,1
63,0,1
34,38,0
76,10,1
52,15,1
89,56,1
56,73,1
14,98,1
70,44,1
71,60,1
27,69,0
46,68,1
46,26,1
96,57,1
11,95,1
39,16,1
28,33,0
70,15,1
24,40,0
32,90,1
35,16,1
96,0,1
59,32,1
85,65,1
83,6,1
69,18,1
85,76,1
77,88,1
9,34,1
20,4,1
7,93,1
98,51,1
68,70,1
3,27,1
51,99,1
56,70,1
49,41,1
13,6,1
16,24,0
66,70,1
78,58,0
60,36,1
15,79,1
3,66,1
10,84,1
78,1,1
60,88,1
22,77,0
20,66,0
37,29,1
11,81,1
28,49,0
81,88,1
44,69,1
21,64,0
26,48,0
37,42,1
60,5,1
86,59,1
88,26,1
72,93,1
58,49,1
92,29,1
85,71,1
68,78,1
33,9,1
11,17,1
35,76,1
47,16,1
37,37,1
31,1,1
29,55,0
66,74,1
37,47,1
97,71,1
5,48,1
30,82,0
71,55,1
80,70,0
39,65,1
63,57,1
51,17,1
26,99,1
64,69,1
72,37,1
40,39,1
55,68,1
66,8,1
17,24,0
94,95,1
78,85,1
44,78,1
36,8,1
9,91,1
45,19,1
60,77,1
44,21,1
47,54,1
70,22,1
30,42,0
9,78,1
37,32,1
90,40,1
10,88,1
73,18,1
84,3,1
1,62,1
10,21,1
32,51,0
67,93,1
6,17,1
43,35,1
9,58,1
85,68,1
23,58,0
19,20,0
36,43,1
3,39,1
32,80,0
37,94,1
12,77,1
51,64,1
25,45,0
72,81,1
1,15,1
89,98,1
99,99,1
95,96,1
82,90,1
44,75,1
54,59,1
74,82,1
55,39,1
13,86,1
56,56,1
81,85,1
48,96,1
20,23,0
6,18,1
12,46,1
99,46,1
85,58,1
22,95,1
45,85,1
97,38,1
42,37,1
18,19,0
72,25,1
34,81,0
25,35,0
84,38,0
37,12,1
96,40,1
47,93,1
43,53,1
8,95,1
26,86,1
69,34,1
29,88,1
24,83,0
20,45,0
12,82,1
57,90,1
21,8,1
54,99,1
26,70,0
53,42,1
2,33,1
78,34,0
59,78,1
38,16,1
37,96,1
68,37,1
86,1,1
76,32,0
32,15,1
16,2,1
4,87,1
50,59,1
59,67,1
11,39,1
69,79,1
39,44,1
12,21,1
62,95,1
0,71,1
39,22,1
52,76,1
64,77,1
84,17,0
27,82,0
31,73,0
59,89,1
63,62,1
91,7,1
83,15,1
41,91,1
67,51,1
9,11,1
82,78,0
2,8,1
27,50,0
39,97,1
85,81,1
78,93,1
56,83,1
94,82,1
68,6,1
11,25,1
40,29,1
52,13,1
95,49,1
44,15,1
42,24,1
40,23,1
17,91,1
79,85,1
32,31,0
84,79,0
29,20,0
70,72,1
68,26,1
9,27,1
89,27,1
73,35,1
38,0,1
19,33,0
51,90,1
38,69,1
56,35,1
41,86,1
3,48,1
98,50,1
24,41,0
43,24,1
40,39,1
83,48,0
93,11,1
23,23,0
26,17,0
22,44,0
32,78,0
55,41,1
84,3,1
42,24,1
69,63,1
23,90,1
73,88,1
94,74,1
99,92,1
50,51,1
16,58,0
60,23,1
47,91,1
56,45,1
8,79,1
5,73,1
86,69,1
41,54,1
6,56,1
83,20,0
58,71,1
88,90,1
2,29,1
42,2,1
87,38,1
10,45,1
74,2,1
30,4,1
39,59,1
84,40,0
67,67,1
79,1,1
72,0,1
50,70,1
62,3,1
72,31,1
57,55,1
81,22,0
58,39,1
27,22,0
48,76,1
1,2,1
53,78,1
99,89,1
25,42,0
81,76,0
1,85,1
11,96,1
81,76,0
5,71,1
49,83,1
27,29,0
79,91,1
40,39,1
41,35,1
94,43,1
43,34,1
5,95,1
54,21,1
26,10,1
64,40,1
81,23,0
47,37,1
50,68,1
75,10,1
54,51,1
67,1,1
19,87,1
89,67,1
91,13,1
21,56,0
51,80,1
41,33,1
7,47,1
30,73,0
88,45,1
1,20,1
14,14,1
76,50,0
91,50,1
84,94,1
63,4,1
99,65,1
15,35,1
68,47,1
8,91,1
62,39,1
47,60,1
29,6,1
59,66,1
94,81,1
56,51,1
82,21,0
73,48,1
46,48,1
51,88,1
22,32,0
2,2,1
40,84,1
78,10,1
56,61,1
67,65,1
2,26,1
53,85,1
11,94,1
59,53,1
73,92,1
12,5,1
35,66,1
5,77,1
31,85,1
55,75,1
36,31,1
39,25,1
46,60,1
90,50,1
70,92,1
29,80,0
30,94,1
58,80,1
79,44,0
21,23,0
39,88,1
84,4,1
20,42,0
26,28,0
85,12,1
38,62,1
7,44,1
73,65,1
1,89,1
46,32,1
56,63,1
64,81,1
26,98,1
64,48,1
96,87,1
64,90,1
11,27,1
23,11,1
35,74,1
47,35,1
80,31,0
58,33,1
60,33,1
4,68,1
31,24,0
92,90,1
69,10,1
80,98,1
19,68,0
33,61,0
57,93,1
52,50,1
38,6,1
29,42,0
76,90,1
19,49,0
90,9,1
88,25,1
31,68,0
53,78,1
26,80,0
35,23,1
4,95,1
10,64,1
99,85,1
51,99,1
13,25,1
13,27,1
9,89,1
37,57,1
63,24,1
66,95,1
98,85,1
57,61,1
70,31,1
38,70,1
7,77,1
22,77,0
78,72,0
3,66,1
39,65,1
25,6,1
17,44,0
64,2,1
91,93,1
75,87,1
15,13,1
70,92,1
64,59,1
41,22,1
34,44,0
60,24,1
56,92,1
70,51,1
96,42,1
44,31,1
96,64,1
64,28,1
69,39,1
13,30,1
79,95,1
61,4,1
8,95,1
56,82,1
91,38,1
67,64,1
93,62,1
50,35,1
55,82,1
18,85,1
11,37,1
41,49,1
81,52,0
89,59,1
62,62,1
57,20,1
72,2,1
10,19,1
21,31,0
75,10,1
52,83,1
41,99,1
9,31,1
97,19,1
50,23,1
88,88,1
28,72,0
82,58,0
76,94,1
15,51,1
76,87,1
84,25,0
91,39,1
12,31,1
8,54,1
93,80,1
50,73,1
50,90,1
22,21,0
82,77,0
71,74,1
59,45,1
54,53,1
17,68,0
99,30,1
9,54,1
55,68,1
28,26,0
88,21,1
25,80,0
21,79,0
15,85,1
89,93,1
81,49,0
22,80,0
40,46,1
61,52,1
67,34,1
7,85,1
35,47,1
88,41,1
94,33,1
52,70,1
15,54,1
99,36,1
43,2,1
9,48,1
39,46,1
22,70,0
99,17,1
29,82,0
20,74,0
80,40,0
91,6,1
41,86,1
38,6,1
11,19,1
55,53,1
34,84,0
47,57,1
74,16,1
77,98,1
20,34,0
81,57,0
6,66,1
16,53,0
13,21,1
41,68,1
86,37,1
42,3,1
87,27,1
20,17,0
97,14,1
44,24,1
95,52,1
74,40,1
41,12,1
35,64,1
27,3,1
37,44,1
69,23,1
74,34,1
90,71,1
11,94,1
8,78,1
83,5,1
64,91,1
27,27,0
56,93,1
88,92,1
30,59,0
68,52,1
76,87,1
38,81,1
22,95,1
83,21,0
21,99,1
31,95,1
42,36,1
59,0,1
42,82,1
33,54,0
49,77,1
33,53,0
83,39,0
43,53,1
53,48,1
53,83,1
47,21,1
54,59,1
2,33,1
37,67,1
49,59,1
78,99,1
73,83,1
5,86,1
23,81,0
69,2,1
82,70,0
83,58,0
88,70,1
40,54,1
9,28,1
2,24,1
26,90,1
92,5,1
31,49,0
61,1,1
23,89,1
90,67,1
18,68,0
66,82,1
22,93,1
99,87,1
54,7,1
68,31,1
11,24,1
89,57,1
70,16,1
26,14,1
50,24,1
33,18,0
16,80,0
92,67,1
25,61,0
37,64,1
89,13,1
10,3,1
89,33,1
20,75,0
5,39,1
12,33,1
92,83,1
71,15,1
65,20,1
27,90,1
51,21,1
53,79,1
6,72,1
67,72,1
43,32,1
18,0,1
3,34,1
73,55,1
36,89,1
58,66,1
97,33,1
28,27,0
45,90,1
25,6,1
71,48,1
41,29,1
0,2,1
23,99,1
62,2,1
13,12,1
48,37,1
0,62,1
11,58,1
91,82,1
33,11,1
16,89,1
83,29,0
81,95,1
40,83,1
42,77,1
93,72,1
5,86,1
73,68,1
28,25,0
84,25,0
59,20,1
35,39,1
31,2,1
39,84,1
52,45,1
87,68,1
32,30,0
1,45,1
87,47,1
57,15,1
59,20,1
85,57,1
72,34,1
89,31,1
20,63,0
56,39,1
0,26,1
21,62,0
72,95,1
46,33,1
85,14,1
32,6,1
33,34,0
12,96,1
36,78,1
38,1,1
0,7,1
14,29,1
79,62,0
84,91,1
33,59,0
78,20,0
33,15,1
16,50,0
42,4,1
83,15,1
78,38,0
40,65,1
88,71,1
18,19,0
46,85,1
72,1,1
75,53,1
35,6,1
77,92,1
93,75,1
50,4,1
59,48,1
52,67,1
22,56,0
98,18,1
57,24,1
8,4,1
28,74,0
76,76,0
94,14,1
37,14,1
72,3,1
81,6,1
51,1,1
97,66,1
16,45,0
28,45,0
94,30,1
98,86,1
62,4,1
22,68,0
2,25,1
52,40,1
87,34,1
19,11,1
52,9,1
22,73,0
40,86,1
78,26,0
73,7,1
0,10,1
0,50,1
42,69,1
72,14,1
39,6,1
46,86,1
45,98,1
38,92,1
32,65,0
56,70,1
90,39,1
29,95,1
64,32,1
14,2,1
35,43,1
97,27,1
86,66,1
46,41,1
45,15,1
33,68,0
84,65,0
6,71,1
84,20,0
82,34,0
13,98,1
24,44,0
66,44,1
45,99,1
61,96,1
36,57,1
6,82,1
7,92,1
86,18,1
72,37,1
16,73,0
49,22,1
99,80,1
83,90,1
42,66,1
5,97,1
50,80,1
73,26,1
72,41,1
16,99,1
3,77,1
85,98,1
84,39,0
7,80,1
91,48,1
37,45,1
33,55,0
66,66,1
0,8,1
63,13,1
36,40,1
54,0,1
8,69,1
74,23,1
52,14,1
85,64,1
47,28,1
87,32,1
50,84,1
38,46,1
15,90,1
37,57,1
13,24,1
80,69,0
93,63,1
52,4,1
64,41,1
89,80,1
5,89,1
30,47,0
54,85,1
98,11,1
11,81,1
97,67,1
43,45,1
16,86,1
55,58,1
61,20,1
71,69,1
96,36,1
28,11,1
78,38,0
31,29,0
61,13,1
17,1,1
72,15,1
83,14,1
88,21,1
43,74,1
77,74,0
20,42,0
19,50,0
95,2,1
88,65,1
80,49,0
2,9,1
48,23,1
65,51,1
72,71,1
61,45,1
85,50,1
33,3,1
39,19,1
34,42,0
21,85,1
9,81,1
1,44,1
70,57,1
79,47,0
47,9,1
91,6,1
36,0,1
67,72,1
4,66,1
53,29,1
12,71,1
53,76,1
88,55,1
18,14,1
76,92,1
27,2,1
74,67,1
78,97,1
24,42,0
78,73,0
66,70,1
19,66,0
79,45,0
11,28,1
62,59,1
82,0,1
88,46,1
48,99,1
31,65,0
74,13,1
91,72,1
75,93,1
43,20,1
70,53,1
34,61,0
26,76,0
56,89,1
9,67,1
11,83,1
27,29,0
95,40,1
41,33,1
47,94,1
66,16,1
33,39,0
82,69,0
59,48,1
96,54,1
61,85,1
31,81,0
0,25,1
21,23,0
3,35,1
76,0,1
61,79,1
20,4,1
50,91,1
34,47,0
59,89,1
50,56,1
37,16,1
24,73,0
40,61,1
46,60,1
83,95,1
82,22,0
85,57,1
92,39,1
2,39,1
74,31,1
18,47,0
26,91,1
46,84,1
51,8,1
16,19,0
5,68,1
19,58,0
34,56,0
13,58,1
14,28,1
56,51,1
65,75,1
99,17,1
53,71,1
3,14,1
63,74,1
21,4,1
5,58,1
88,30,1
44,20,1
67,1,1
96,6,1
74,55,1
24,6,1
47,32,1
24,49,0
76,1,1
34,2,1
34,53,0
26,78,0
56,62,1
15,90,1
73,3,1
95,46,1
76,78,0
94,38,1
1,38,1
69,34,1
21,92,1
90,51,1
6,23,1
2,86,1
50,85,1
4,91,1
22,53,0
74,35,1
35,56,1
77,86,1
22,90,1
35,67,1
57,58,1
56,30,1
73,81,1
97,39,1
6,10,1
40,42,1
47,38,1
14,32,1
16,58,0
16,95,1
92,61,1
78,32,0
35,61,1
33,0,1
29,95,1
41,18,1
3,34,1
66,3,1
77,37,0
63,95,1
49,10,1
86,39,1
86,70,1
32,13,1
0,64,1
14,51,1
52,99,1
91,60,1
1,75,1
39,80,1
63,20,1
4,62,1
23,82,0
96,11,1
50,14,1
96,8,1
9,9,1
77,63,0
40,15,1
28,40,0
71,54,1
35,52,1
0,63,1
58,59,1
27,58,0
32,48,0
9,71,1
90,51,1
92,9,1
62,50,1
63,1,1
3,87,1
45,42,1
19,74,0
16,20,0
90,2,1
75,50,1
55,39,1
77,66,0
31,25,0
56,91,1
8,35,1
90,78,1
25,67,0
3,33,1
75,99,1
73,6,1
75,40,1
44,16,1
56,98,1
77,18,0
74,98,1
6,10,1
11,86,1
57,21,1
68,22,1
79,12,1
75,48,1
95,89,1
15,43,1
81,82,0
70,26,1
41,51,1
22,48,0
60,94,1
40,11,1
46,51,1
94,72,1
68,24,1
4,53,1
60,80,1
12,1,1
27,75,0
80,86,1
53,99,1
84,63,0
60,40,1
8,87,1
56,62,1
82,2,1
44,92,1
64,70,1
84,83,0
41,89,1
10,37,1
42,40,1
58,55,1
2,68,1
36,41,1
54,97,1
21,17,0
26,81,0
8,32,1
70,6,1
53,2,1
27,66,0
77,37,0
27,50,0
43,82,1
36,0,1
41,95,1
26,89,1
35,12,1
15,52,1
35,0,1
45,31,1
65,69,1
8,26,1
60,70,1
29,80,0
6,14,1
63,21,1
68,22,1
64,55,1
18,26,0
51,64,1
32,50,0
81,94,1
10,21,1
68,25,1
33,93,1
38,61,1
53,97,1
67,40,1
2,75,1
64,98,1
40,5,1
95,28,1
13,3,1
94,58,1
72,77,1
23,32,0
35,80,1
27,92,1
51,61,1
40,24,1
43,84,1
53,60,1
41,49,1
23,77,0
2,78,1
71,49,1
4,85,1
4,4,1
18,33,0
30,28,0
39,99,1
75,10,1
83,88,1
60,70,1
75,31,1
3,29,1
96,98,1
76,34,0
91,4,1
68,32,1
24,9,1
90,80,1
73,92,1
1,68,1
68,39,1
41,28,1
83,71,0
36,49,1
31,91,1
48,8,1
56,88,1
89,10,1
33,21,0
66,86,1
13,97,1
59,36,1
77,35,0
39,30,1
40,86,1
88,80,1
1,52,1
88,92,1
2,6,1
66,92,1
17,68,0
34,63,0
87,31,1
43,36,1
16,25,0
32,59,0
82,90,1
97,65,1
63,8,1
44,48,1
80,82,0
65,96,1
53,66,1
89,82,1
8,22,1
52,14,1
83,16,0
28,58,0
53,23,1
90,8,1
39,39,1
69,49,1
91,85,1
80,69,0
83,83,0
24,41,0
30,2,1
12,46,1
33,65,0
37,92,1
15,38,1
48,4,1
6,71,1
2,2,1
79,6,1
71,0,1
5,77,1
23,58,0
32,35,0
76,70,0
6,19,1
23,35,0
31,31,0
20,23,0
29,72,0
89,66,1
27,41,0
63,60,1
71,73,1
71,92,1
47,17,1
82,35,0
20,96,1
61,68,1
72,29,1
94,92,1
60,4,1
36,33,1
50,47,1
24,3,1
86,70,1
11,47,1
44,40,1
48,39,1
36,53,1
16,90,1
76,54,0
12,4,1
97,34,1
22,86,1
61,45,1
39,85,1
3,79,1
24,11,1
5,45,1
0,44,1
20,24,0
54,56,1
36,34,1
56,59,1
83,73,0
34,5,1
46,71,1
68,93,1
74,44,1
31,1,1
75,85,1
16,29,0
52,60,1
40,28,1
63,95,1
74,66,1
72,31,1
45,96,1
70,58,1
68,32,1
36,39,1
19,96,1
83,74,0
25,17,0
92,28,1
44,43,1
6,57,1
89,94,1
17,48,0
2,67,1
61,51,1
98,21,1
73,28,1
91,19,1
98,66,1
54,35,1
72,46,1
62,83,1
15,73,1
11,98,1
20,92,1
80,16,0
64,78,1
3,78,1
72,34,1
94,65,1
11,12,1
40,58,1
62,25,1
11,54,1
14,53,1
78,70,0
29,98,1
40,82,1
90,54,1
80,22,0
3,34,1
0,2,1
57,6,1
26,93,1
17,84,0
3,75,1
13,83,1
39,7,1
58,47,1
74,87,1
20,80,0
40,12,1
87,46,1
58,69,1
98,86,1
84,73,0
38,27,1
64,67,1
48,86,1
83,72,0
30,98,1
3,83,1
97,13,1
68,11,1
25,87,1
89,21,1
97,72,1
78,97,1
8,73,1
11,29,1
61,95,1
46,8,1
71,56,1
34,24,0
29,99,1
57,70,1
5,65,1
86,43,1
94,40,1
88,79,1
12,68,1
13,89,1
64,49,1
24,9,1
91,42,1
51,62,1
40,37,1
77,21,0
74,61,1
63,17,1
1,70,1
75,41,1
48,76,1
58,21,1
9,55,1
45,91,1
34,60,0
32,36,0
80,34,0
63,7,1
70,7,1
70,33,1
67,19,1
22,49,0
35,48,1
29,51,0
87,34,1
4,14,1
11,88,1
15,55,1
10,75,1
35,20,1
84,46,0
10,79,1
11,96,1
83,28,0
86,75,1
61,1,1
78,96,1
63,96,1
66,70,1
68,94,1
63,42,1
61,66,1
19,57,0
74,13,1
82,89,1
93,31,1
87,77,1
14,75,1
79,38,0
39,83,1
98,33,1
48,79,1
31,80,0
24,65,0
59,68,1
82,38,0
73,23,1
45,15,1
59,20,1
13,31,1
4,95,1
72,68,1
73,46,1
87,71,1
48,1,1
85,75,1
14,13,1
40,65,1
33,39,0
37,24,1
11,19,1
57,35,1
50,62,1
97,31,1
51,65,1
63,85,1
59,94,1
40,83,1
97,94,1
75,45,1
12,51,1
57,93,1
89,10,1
98,2,1
1,16,1
48,43,1
57,48,1
93,39,1
88,72,1
14,10,1
60,23,1
30,76,0
0,73,1
9,84,1
86,31,1
69,76,1
0,59,1
22,58,0
1,90,1
49,76,1
31,83,0
42,8,1
13,65,1
49,82,1
28,3,1
83,27,0
9,48,1
88,31,1
26,40,0
40,15,1
67,60,1
30,60,0
63,34,1
90,28,1
2,91,1
15,19,1
92,63,1
4,59,1
13,29,1
53,56,1
0,97,1
16,85,1
4,57,1
83,91,1
30,75,0
89,25,1
10,18,1
31,74,0
20,92,1
58,8,1
78,90,1
67,65,1
3,83,1
61,4,1
67,61,1
66,89,1
80,39,0
72,70,1
84,52,0
30,84,0
83,44,0
6,64,1
10,53,1
49,16,1
32,12,1
78,38,0
37,33,1
40,68,1
9,68,1
80,98,1
69,88,1
16,46,0
48,29,1
30,45,0
51,40,1
74,25,1
16,90,1
84,60,0
19,81,0
77,43,0
5,76,1
9,26,1
11,2,1
38,13,1
41,64,1
1,20,1
56,99,1
7,6,1
5,91,1
88,71,1
20,4,1
36,56,1
80,42,0
46,42,1
18,81,0
56,47,1
0,84,1
21,64,0
5,41,1
7,0,1
15,3,1
96,80,1
58,0,1
63,29,1
86,55,1
86,35,1
67,59,1
22,71,0
65,95,1
7,3,1
61,62,1
28,36,0
10,83,1
